Unnamed: 0,index,hid,finishm,age,besttime,class,horseweight,exweight,horseweightchg,distance,track,going,jname,tname,datediff,rating,ratechg,ind_win,ind_pla
0,77952,1,70.85,9.0,69.8,Class 5,1095.0,131,5.0,1200,TURF,GOOD,0.17372621240024555,0.2763063707945598,67.0,40.0,-1.0,0,0
1,77953,2,71.29,7.0,69.68,Class 5,1190.0,132,19.0,1200,TURF,GOOD,0.506429277942631,0.11513859275053305,56.0,39.0,-2.0,0,0
2,77954,3,69.96,7.0,69.66,Class 5,1065.0,132,3.0,1200,TURF,GOOD,0.32205128205128203,0.13438735177865613,56.0,39.0,1.0,1,1
3,77955,4,70.01,5.0,70.79,Class 5,1201.0,129,26.0,1200,TURF,GOOD,0.1568627450980392,0.25961538461538464,60.0,38.0,0.0,0,1
6,77958,7,70.64,8.0,70.0,Class 5,1076.0,126,-1.0,1200,TURF,GOOD,0.2316715542521994,0.2139673105497771,56.0,33.0,-2.0,0,0
7,77959,8,70.98,5.0,71.54,Class 5,1109.0,126,-13.0,1200,TURF,GOOD,0.18149146451033246,0.2242152466367713,98.0,33.0,-3.0,0,0
8,77960,9,70.16,9.0,69.68,Class 5,1180.0,123,-16.0,1200,TURF,GOOD,0.2551813471502591,0.18515429524603835,67.0,30.0,-5.0,0,1
9,77961,10,71.24,5.0,71.19,Class 5,1050.0,120,3.0,1200,TURF,GOOD,0.048689138576779034,0.22427603203943314,71.0,29.0,-5.0,0,0
10,77962,11,70.61,5.0,70.59,Class 5,1152.0,121,26.0,1200,TURF,GOOD,0.2329345531315975,0.21339139902014154,63.0,28.0,-6.0,0,0
11,77963,12,70.57,6.0,70.04,Class 5,1227.0,119,16.0,1200,TURF,GOOD,0.10614525139664804,0.23462783171521034,56.0,26.0,-4.0,0,0
12,77964,13,70.44,8.0,70.06,Class 5,1065.0,118,-4.0,1200,TURF,GOOD,0.17289719626168226,0.17221770917952886,56.0,25.0,-3.0,0,0
13,77965,14,70.73,5.0,70.99,Class 5,1075.0,113,-15.0,1200,TURF,GOOD,0.1288782816229117,0.23462783171521034,81.0,19.0,-4.0,0,0
38,77990,1,85.29,6.0,85.46,Class 5,1049.0,133,20.0,1400,TURF,GOOD,0.17289719626168226,0.17221770917952886,56.0,40.0,-11.0,0,0
39,77991,2,83.85,5.0,82.53,Class 5,1080.0,132,14.0,1400,TURF,GOOD,0.32205128205128203,0.26454709058188364,71.0,39.0,-4.0,0,0
