index,rdate,rid,hid,venue,track,going,course,class,distance,rfinishm,rm1,rm2,rm3,rm4,rm5,rm6,horsenum,jname,tname,exweight,bardraw,gear,rating,ratechg,horseweight,horseweightchg,besttime,age,priority,lastsix,rank,runpos,p1,p2,p3,p4,p5,p6,m1,m2,m3,m4,m5,m6,finishm,d1,d2,d3,d4,d5,d6,datediff,pricemoney,windist,win_t5,win,place_t5,place,ind_win,ind_pla
110403,2019-10-23,2,6,HV,TURF,GOOD TO FIRM,C+3,Class 5,1000,5748,1289,2176,2283,0,0,0,A031,B Shinn,Y S Tsui,130,3,V,36,0,1135,+13,0.57.23,6,+1,7/2/2/2/8/4,7,4-6-7,4,6,7,0,0,0,1313,2232,2263,0,0,0,5808,1.5,5,3.75,0.0,0,0,32,"HK$ 725,000",3-3/4,5.0,4.9,1.8,1.6,0,0
110404,2019-10-23,2,7,HV,TURF,GOOD TO FIRM,C+3,Class 5,1000,5748,1289,2176,2283,0,0,0,C018,R Bayliss,J Moore,122,6,B,28,-10,1200,+2,,4,*1,14/12/12/14/12/11,12,12-12-12,12,12,12,0,0,0,1389,2308,2537,0,0,0,6234,6.25,14.5,30.25,0.0,0,0,101,"HK$ 725,000",30-1/4,70.0,99.0,15.0,25.0,0,0
110405,2019-10-23,2,8,HV,TURF,GOOD TO FIRM,C+3,Class 5,1000,5748,1289,2176,2283,0,0,0,T436,K Teetan,C W Chang,122,7,B,28,-2,1107,+14,0.57.40,7,+1,6/6/4/9/6/5,5,10-9-5,10,9,5,0,0,0,1353,2224,2212,0,0,0,5789,4,7,2.5,0.0,0,0,28,"HK$ 725,000",2-1/2,12.0,18.0,3.9,5.1,0,0
110406,2019-10-23,2,9,HV,TURF,GOOD TO FIRM,C+3,Class 5,1000,5748,1289,2176,2283,0,0,0,S254,M F Poon,K L Man,121,10,B/TT,27,-1,1105,+34,0.57.58,8,+1,9/10/9/5/2/8,8,9-10-8,9,10,8,0,0,0,1349,2236,2235,0,0,0,5820,3.75,7.5,4.5,0.0,0,0,42,"HK$ 725,000",4-1/2,47.0,68.0,11.0,15.0,0,0
110407,2019-10-23,2,10,HV,TURF,GOOD TO FIRM,C+3,Class 5,1000,5748,1289,2176,2283,0,0,0,V414,J Moreira,D E Ferraris,117,5,TT,23,0,1020,+11,0.57.68,7,1,3/6/9/3/7/5,6,7-8-6,7,8,6,0,0,0,1329,2232,2231,0,0,0,5792,2.5,6,2.75,0.0,0,0,42,"HK$ 725,000",2-3/4,6.5,7.3,2.4,2.2,0,0
110408,2019-10-23,2,11,HV,TURF,GOOD TO FIRM,C+3,Class 5,1000,5748,1289,2176,2283,0,0,0,A082,K C Leung,L Ho,117,4,V/XB,23,-2,1189,+30,0.57.44,6,1,10/8/3/3/5/2,9,8-7-9,8,7,9,0,0,0,1333,2212,2281,0,0,0,5826,2.75,5,5,0.0,0,0,32,"HK$ 725,000",5,7.8,8.0,2.6,2.4,0,0
110409,2019-10-23,2,12,HV,TURF,GOOD TO FIRM,C+3,Class 5,1000,5748,1289,2176,2283,0,0,0,V305,M Chadwick,R Gibson,115,11,B,21,-3,1165,+38,0.57.62,6,1,12/2/2/2/8/2,11,11-11-11,11,11,11,0,0,0,1373,2228,2267,0,0,0,5868,5.25,8.5,7.5,0.0,0,0,112,"HK$ 725,000",7-1/2,16.0,21.0,4.7,5.8,0,0
110410,2019-10-23,3,1,HV,TURF,GOOD TO FIRM,C+3,Class 4,1650,10083,2830,2477,2434,2342,0,0,A363,K Teetan,D E Ferraris,133,2,B,58,-2,1251,-13,1.39.73,5,1,6/9/10/4/6/10,5,7-8-9-5,7,8,9,5,0,0,2918,2469,2426,2308,0,0,10121,5.5,5,4.5,2.25,0,0,22,"HK$ 967,000",2-1/4,3.8,3.8,1.5,1.5,0,0
110411,2019-10-23,3,2,HV,TURF,GOOD TO FIRM,C+3,Class 4,1650,10083,2830,2477,2434,2342,0,0,A411,M F Poon,C H Yip,133,12,B,58,0,1058,-1,1.40.22,6,*1,7/1/10/3/6/8,6,12-11-7-6,12,11,7,6,0,0,2990,2437,2370,2326,0,0,10123,10,7.5,3.5,2.5,0,0,17,"HK$ 967,000",2-1/2,20.0,15.0,4.1,4.5,0,0
110412,2019-10-23,3,3,HV,TURF,GOOD TO FIRM,C+3,Class 4,1650,10083,2830,2477,2434,2342,0,0,A164,C Schofield,R Gibson,133,9,H/P/TT,58,-2,1020,-8,1.39.79,5,1,10/10/8/12/9/5,1,9-10-5-1,9,10,5,1,0,0,2966,2445,2366,2306,0,0,10083,8.5,6.5,2.25,N,0,0,14,"HK$ 967,000",N,26.0,30.0,5.6,6.6,1,1
110413,2019-10-23,3,4,HV,TURF,GOOD TO FIRM,C+3,Class 4,1650,10083,2830,2477,2434,2342,0,0,B373,H T Mo,A S Cruz,128,4,H/TT,53,-2,1065,-15,1.40.59,4,1,8/9,4,1-1-2-4,1,1,2,4,0,0,2830,2477,2438,2366,0,0,10111,N,1,N,1.75,0,0,14,"HK$ 967,000",1-3/4,19.0,17.0,4.7,5.6,0,0
110414,2019-10-23,3,5,HV,TURF,GOOD TO FIRM,C+3,Class 4,1650,10083,2830,2477,2434,2342,0,0,C362,N Callan,C H Yip,127,6,,52,0,1024,-1,,4,2,14,10,6-6-6-10,6,6,6,10,0,0,2890,2481,2422,2394,0,0,10187,3.75,4,3.25,6.5,0,0,22,"HK$ 967,000",6-1/2,92.0,99.0,16.0,25.0,0,0
110415,2019-10-23,3,6,HV,TURF,GOOD TO FIRM,C+3,Class 4,1650,10083,2830,2477,2434,2342,0,0,B047,K C Leung,W Y So,127,3,TT,52,-1,1066,+6,,5,*1,6/9/5/5/8/11,11,4-3-10-11,4,3,10,11,0,0,2862,2473,2482,2407,0,0,10224,2,1.75,4.75,8.75,0,0,28,"HK$ 967,000",8-3/4,9.6,10.0,2.4,2.7,0,0
110416,2019-10-23,3,7,HV,TURF,GOOD TO FIRM,C+3,Class 4,1650,10083,2830,2477,2434,2342,0,0,T412,A Sanna,T P Yung,124,8,TT,49,-2,1177,+9,1.41.24,7,*1,13/11/2/10/5/1,8,11-12-11-8,11,12,11,8,0,0,2990,2445,2410,2324,0,0,10169,10,8,6.5,5.5,0,0,22,"HK$ 967,000",5-1/2,38.0,49.0,7.2,9.4,0,0
110417,2019-10-23,3,8,HV,TURF,GOOD TO FIRM,C+3,Class 4,1650,10083,2830,2477,2434,2342,0,0,A125,U Rispoli,Y S Tsui,123,5,B,48,-2,1120,+1,1.40.24,6,1,9/9/9/6/6/6,2,8-7-1-2,8,7,1,2,0,0,2918,2465,2358,2346,0,0,10086,5.5,4.75,N,N,0,0,14,"HK$ 967,000",N,18.0,11.0,2.9,2.7,0,1
110418,2019-10-23,3,9,HV,TURF,GOOD TO FIRM,C+3,Class 4,1650,10083,2830,2477,2434,2342,0,0,C016,J Moreira,J Size,123,7,P,48,0,1058,+6,,4,1,3/7/8/11/2/8,7,3-4-4-7,3,4,4,7,0,0,2858,2489,2422,2389,0,0,10158,1.75,2.5,1.75,4.75,0,0,14,"HK$ 967,000",4-3/4,2.7,2.9,1.5,1.4,0,0
110419,2019-10-23,3,10,HV,TURF,GOOD TO FIRM,C+3,Class 4,1650,10083,2830,2477,2434,2342,0,0,T002,Z Purton,C Fownes,123,11,TT,48,+2,1149,-5,1.39.87,9,+1,2/2/6/1/9/8,3,10-9-3-3,10,9,3,3,0,0,2966,2437,2354,2350,0,0,10107,8.5,6,1,1.5,0,0,14,"HK$ 967,000",1-1/2,4.7,4.9,1.9,1.6,0,1
110420,2019-10-23,3,11,HV,TURF,GOOD TO FIRM,C+3,Class 4,1650,10083,2830,2477,2434,2342,0,0,V243,T H So,C H Yip,118,1,,43,-2,1040,-38,1.39.98,6,3,10/12/9/6/9/1,9,5-5-12-9,5,5,12,9,0,0,2886,2477,2482,2328,0,0,10173,3.5,3.5,6.5,5.75,0,0,7,"HK$ 967,000",5-3/4,30.0,33.0,5.8,6.3,0,0
110421,2019-10-23,3,12,HV,TURF,GOOD TO FIRM,C+3,Class 4,1650,10083,2830,2477,2434,2342,0,0,T129,H N Wong,L Ho,117,10,V-/TT,42,-1,1197,+16,,8,1,12/5/4/2/7/8,12,2-2-8-12,2,2,8,12,0,0,2834,2489,2474,2520,0,0,10317,N,1,3.5,14.5,0,0,14,"HK$ 967,000",14-1/2,83.0,99.0,14.0,19.0,0,0
110422,2019-10-23,4,1,HV,TURF,GOOD TO FIRM,C+3,Class 2,1650,9960,2973,2387,2367,2233,0,0,A129,G van Niekerk,J Moore,133,6,B/TT,96,+6,1090,+10,1.38.81,6,2,1/2/8/9/8/1,4,6-6-6-4,6,6,6,4,0,0,3049,2367,2383,2234,0,0,10033,4.75,3.5,4.5,4.5,0,0,28,"HK$ 2,100,000",4-1/2,8.5,10.0,2.1,2.5,0,0
110423,2019-10-23,4,2,HV,TURF,GOOD TO FIRM,C+3,Class 2,1650,9960,2973,2387,2367,2233,0,0,C095,Z Purton,T P Yung,133,3,,96,+7,1100,+6,1.38.66,5,+1,1/1/4/2/5/1,3,2-2-2-3,2,2,2,3,0,0,2985,2383,2367,2278,0,0,10013,0.75,0.5,0.5,3.25,0,0,112,"HK$ 2,100,000",3-1/4,2.7,2.5,1.5,1.1,0,1
110424,2019-10-23,4,3,HV,TURF,GOOD TO FIRM,C+3,Class 2,1650,9960,2973,2387,2367,2233,0,0,B160,R Bayliss,F C Lor,132,9,H/TT,95,0,1187,-6,1.39.37,6,1,3/8/8/3/8/12,6,8-8-7-6,8,8,7,6,0,0,3081,2367,2371,2267,0,0,10086,6.75,5.5,5.75,7.75,0,0,28,"HK$ 2,100,000",7-3/4,13.0,18.0,2.9,3.5,0,0
110425,2019-10-23,4,4,HV,TURF,GOOD TO FIRM,C+3,Class 2,1650,9960,2973,2387,2367,2233,0,0,B412,K Teetan,J Size,127,7,TT,90,-2,1027,+2,1.38.77,5,1,8/7/6/2/3/9,8,7-7-8-8,7,7,8,8,0,0,3065,2375,2379,2305,0,0,10124,5.75,5,5.75,10.25,0,0,14,"HK$ 2,100,000",10-1/4,17.0,23.0,4.3,4.7,0,0
110426,2019-10-23,4,5,HV,TURF,GOOD TO FIRM,C+3,Class 2,1650,9960,2973,2387,2367,2233,0,0,B099,M Chadwick,J Moore,125,2,H,88,+5,1165,-7,1.39.40,5,+1,1/12/3/3/1/4,2,3-3-3-2,3,3,3,2,0,0,2997,2383,2375,2252,0,0,10007,1.5,1.25,1.75,3,0,0,14,"HK$ 2,100,000",3,7.7,7.5,1.8,1.9,0,1
110427,2019-10-23,4,6,HV,TURF,GOOD TO FIRM,C+3,Class 2,1650,9960,2973,2387,2367,2233,0,0,V110,N Callan,C Fownes,125,4,,88,-2,1179,-7,,7,+1,14/5/3/11/12/7,9,4-4-4-9,4,4,4,9,0,0,3021,2375,2395,2640,0,0,10431,3,2.25,4,29.5,0,0,17,"HK$ 2,100,000",29-1/2,19.0,26.0,4.6,5.9,0,0
110428,2019-10-23,4,7,HV,TURF,GOOD TO FIRM,C+3,Class 2,1650,9960,2973,2387,2367,2233,0,0,B208,A Sanna,D J Whyte,124,8,CP,87,-1,1056,-5,1.40.54,5,1,10/9/12/1/4/4,7,9-9-9-7,9,9,9,7,0,0,3097,2367,2379,2272,0,0,10115,7.75,6.5,7.25,9.75,0,0,14,"HK$ 2,100,000",9-3/4,29.0,42.0,5.6,7.7,0,0
110429,2019-10-23,4,8,HV,TURF,GOOD TO FIRM,C+3,Class 2,1650,9960,2973,2387,2367,2233,0,0,A260,A Domeyer,A S Cruz,122,5,B/TT,85,0,1167,0,1.39.05,6,1,6/5/1/1/2/9,5,5-5-5-5,5,5,5,5,0,0,3037,2375,2387,2283,0,0,10082,4,3.25,4.5,7.5,0,0,28,"HK$ 2,100,000",7-1/2,12.0,17.0,3.0,3.7,0,0
110430,2019-10-23,4,9,HV,TURF,GOOD TO FIRM,C+3,Class 2,1650,9960,2973,2387,2367,2233,0,0,C492,J Moreira,C S Shum,118,1,SR/TT,81,-1,1087,-5,1.39.85,3,+1,7/5,1,1-1-1-1,1,1,1,1,0,0,2973,2387,2367,2233,0,0,9960,0.75,0.5,0.5,3,0,0,14,"HK$ 2,100,000",3,3.3,2.7,1.4,1.2,1,1
110431,2019-10-23,5,1,HV,TURF,GOOD TO FIRM,C+3,Class 4,1200,7002,2334,2301,2368,0,0,0,V286,H T Mo,L Ho,133,6,H/TT1,60,0,1070,+17,1.09.89,7,1,2/10/12/12/8/1,1,2-2-1,2,2,1,0,0,0,2354,2305,2344,0,0,0,7002,1.25,1.5,1,0,0,0,28,"HK$ 967,000",1,7.4,7.2,2.1,1.9,1,1
110432,2019-10-23,5,2,HV,TURF,GOOD TO FIRM,C+3,Class 4,1200,7002,2334,2301,2368,0,0,0,A282,,,,,,,,,,,,,,0,--,,,,0,0,0,,,,0,0,0,,,,,0,0,0,112,"HK$ 967,000",,6.4,,2.4,0.0,0,0
110433,2019-10-23,5,3,HV,TURF,GOOD TO FIRM,C+3,Class 4,1200,7002,2334,2301,2368,0,0,0,C278,B Shinn,C S Shum,130,3,TT,57,+5,1125,-7,1.10.40,4,1,1/3,4,5-5-4,5,5,4,0,0,0,2386,2313,2328,0,0,0,7027,3.25,4,1.5,0,0,0,14,"HK$ 967,000",1-1/2,3.2,2.4,1.6,1.2,0,0
110434,2019-10-23,5,4,HV,TURF,GOOD TO FIRM,C+3,Class 4,1200,7002,2334,2301,2368,0,0,0,T076,K C Leung,K H Ting,126,4,B/TT,53,-2,1085,+14,1.10.00,9,1,7/11/12/6/2/12,5,6-7-5,6,7,5,0,0,0,2410,2321,2302,0,0,0,7033,4.75,6,2,0,0,0,28,"HK$ 967,000",2,11.0,9.5,3.4,2.9,0,0
110435,2019-10-23,5,5,HV,TURF,GOOD TO FIRM,C+3,Class 4,1200,7002,2334,2301,2368,0,0,0,V412,M L Yeung,R Gibson,125,9,CP/TT,52,0,1203,+6,1.09.66,7,*2,10/8/1/5/2/11,10,7-9-10,7,9,10,0,0,0,2422,2337,2324,0,0,0,7083,5.5,7.75,5,0,0,0,105,"HK$ 967,000",5,22.0,26.0,6.6,7.1,0,0
110436,2019-10-23,5,6,HV,TURF,GOOD TO FIRM,C+3,Class 4,1200,7002,2334,2301,2368,0,0,0,V071,J Moreira,D J Whyte,124,10,B/XB,51,-2,1157,-9,1.09.71,8,1,8/9/6/8/8/9,2,9-8-2,9,8,2,0,0,0,2462,2289,2268,0,0,0,7019,8,7.25,1,0,0,0,17,"HK$ 967,000",1,9.3,11.0,3.4,3.9,0,1
110437,2019-10-23,5,7,HV,TURF,GOOD TO FIRM,C+3,Class 4,1200,7002,2334,2301,2368,0,0,0,C453,A Domeyer,A T Millard,123,12,,50,0,1105,-3,1.10.75,4,1,3/6/11,3,3-3-3,3,3,3,0,0,0,2366,2313,2346,0,0,0,7025,2,2.75,1.25,0,0,0,22,"HK$ 967,000",1-1/4,12.0,10.0,2.3,2.7,0,1
110438,2019-10-23,5,8,HV,TURF,GOOD TO FIRM,C+3,Class 4,1200,7002,2334,2301,2368,0,0,0,C252,C Schofield,F C Lor,123,7,B/XB/TT,50,-1,1108,+20,,4,+1,9/9/8/2/4/14,7,8-6-7,8,6,7,0,0,0,2430,2293,2335,0,0,0,7058,6,5.5,3.5,0,0,0,45,"HK$ 967,000",3-1/2,18.0,21.0,5.3,5.1,0,0
110439,2019-10-23,5,9,HV,TURF,GOOD TO FIRM,C+3,Class 4,1200,7002,2334,2301,2368,0,0,0,T349,Z Purton,C H Yip,122,8,TT,49,-2,1234,+10,1.11.03,8,*2,6/3/2/2/8/9,8,11-10-8,11,10,8,0,0,0,2502,2277,2281,0,0,0,7060,10.5,9,3.5,0,0,0,17,"HK$ 967,000",3-1/2,7.7,5.8,2.6,1.9,0,0
110440,2019-10-23,5,10,HV,TURF,GOOD TO FIRM,C+3,Class 4,1200,7002,2334,2301,2368,0,0,0,A209,G van Niekerk,C Fownes,120,11,H/XB,47,0,1108,+20,1.10.00,6,*2,11/14/3/1/14/6,9,1-1-9,1,1,9,0,0,0,2334,2301,2432,0,0,0,7067,1.25,1.5,4,0,0,0,42,"HK$ 967,000",4,27.0,29.0,7.0,7.4,0,0
110441,2019-10-23,5,11,HV,TURF,GOOD TO FIRM,C+3,Class 4,1200,7002,2334,2301,2368,0,0,0,C335,M Chadwick,D J Hall,115,5,B1,42,-2,1054,0,1.11.54,4,1,7/12/11/12,11,10-11-11,10,11,11,0,0,0,2482,2309,2336,0,0,0,7127,9.25,9.75,7.75,0,0,0,17,"HK$ 967,000",7-3/4,49.0,60.0,11.0,13.0,0,0
110442,2019-10-23,5,12,HV,TURF,GOOD TO FIRM,C+3,Class 4,1200,7002,2334,2301,2368,0,0,0,C256,M F Poon,P F Yiu,115,1,,42,-2,1036,-2,1.10.68,4,*2,6/12/11/11/5,6,4-4-6,4,4,6,0,0,0,2374,2325,2355,0,0,0,7054,2.5,4,3.25,0,0,0,28,"HK$ 967,000",3-1/4,20.0,14.0,5.5,3.4,0,0
110443,2019-10-23,6,1,HV,TURF,GOOD TO FIRM,C+3,Class 4,1200,6967,2381,2279,2307,0,0,0,C144,J Moreira,P F Yiu,133,2,CP/TT,60,0,1190,+3,1.11.03,4,+1,4/4/8/9/10/7,11,1-1-11,1,1,11,0,0,0,2381,2279,2422,0,0,0,7082,N,N,7.25,0,0,0,22,"HK$ 967,000",7-1/4,3.5,4.0,1.6,1.4,0,0
110444,2019-10-23,6,2,HV,TURF,GOOD TO FIRM,C+3,Class 4,1200,6967,2381,2279,2307,0,0,0,B027,M F Poon,L Ho,133,9,H,60,-1,1094,+8,1.09.68,6,*2,11/4/4/2/3/3,4,10-9-4,10,9,4,0,0,0,2469,2263,2274,0,0,0,7006,5.5,4.5,2.5,0,0,0,28,"HK$ 967,000",2-1/2,13.0,21.0,2.8,4.1,0,0
110445,2019-10-23,6,3,HV,TURF,GOOD TO FIRM,C+3,Class 4,1200,6967,2381,2279,2307,0,0,0,B272,Z Purton,W Y So,131,4,H-/TT,58,0,1158,-17,1.09.82,6,1,3/10/10/7/10/2,1,2-2-1,2,2,1,0,0,0,2385,2279,2303,0,0,0,6967,N,N,1.25,0,0,0,28,"HK$ 967,000",1-1/4,2.7,2.1,1.2,1.2,1,1
110446,2019-10-23,6,4,HV,TURF,GOOD TO FIRM,C+3,Class 4,1200,6967,2381,2279,2307,0,0,0,B167,C Schofield,C Fownes,127,1,TT,54,0,1077,-5,1.09.71,5,1,3/1/14/5/4/6,5,4-4-5,4,4,5,0,0,0,2409,2283,2325,0,0,0,7017,1.75,2,3.25,0,0,0,14,"HK$ 967,000",3-1/4,6.1,5.3,1.9,1.5,0,0
110447,2019-10-23,6,5,HV,TURF,GOOD TO FIRM,C+3,Class 4,1200,6967,2381,2279,2307,0,0,0,C326,N Callan,J Moore,127,5,B,54,-1,1107,-26,1.10.31,4,1,5/8/4/12/7/9,2,5-3-2,5,3,2,0,0,0,2417,2271,2299,0,0,0,6986,2.25,1.75,1.25,0,0,0,14,"HK$ 967,000",1-1/4,11.0,14.0,3.0,2.9,0,1
110448,2019-10-23,6,6,HV,TURF,GOOD TO FIRM,C+3,Class 4,1200,6967,2381,2279,2307,0,0,0,C469,L Hewitson,D E Ferraris,125,6,,52,,1093,,,4,1,,3,7-6-3,7,6,3,0,0,0,2445,2263,2292,0,0,0,7000,4,3,2,0,0,0,,"HK$ 967,000",2,67.0,99.0,14.0,23.0,0,1
110449,2019-10-23,6,7,HV,TURF,GOOD TO FIRM,C+3,Class 4,1200,6967,2381,2279,2307,0,0,0,C170,M Chadwick,C S Shum,125,3,B/TT,52,0,1055,+4,,4,*2,8,10,6-7-10,6,7,10,0,0,0,2437,2279,2360,0,0,0,7076,3.5,3.5,6.75,0,0,0,22,"HK$ 967,000",6-3/4,50.0,77.0,10.0,14.0,0,0
