index,rdate,rid,hid,venue,track,going,course,class,distance,rfinishm,rm1,rm2,rm3,rm4,rm5,rm6,horsenum,jname,tname,exweight,bardraw,gear,rating,ratechg,horseweight,horseweightchg,besttime,age,priority,lastsix,rank,runpos,p1,p2,p3,p4,p5,p6,m1,m2,m3,m4,m5,m6,finishm,d1,d2,d3,d4,d5,d6,datediff,pricemoney,windist,win_t5,win,place_t5,place,ind_win,ind_pla
110414,2019-10-09,3,5,HV,TURF,GOOD,B,Class 4,1200,6998,2404,2270,2324,0,0,0,C060,C Schofield,D J Whyte,127.0,3.0,B/XB,54.0,-1.0,1147.0,7.0,,5.0,1,8/4/5/6/7/5,4,5-4-4,5.0,4.0,4.0,0,0,0,2444.0,2254.0,2331.0,0,0,0,7029.0,2.5,1.5,2,0,0.0,0,24.0,"HK$ 967,000",2,5.6,4.0,1.9,1.6,0,0
110415,2019-10-09,3,6,HV,TURF,GOOD,B,Class 4,1200,6998,2404,2270,2324,0,0,0,C518,K Teetan,C S Shum,125.0,2.0,TT1,52.0,,1124.0,,,4.0,2,,6,7-6-6,7.0,6.0,6.0,0,0,0,2460.0,2262.0,2316.0,0,0,0,7038.0,3.5,3,2.5,0,0.0,0,,"HK$ 967,000",2-1/2,42.0,63.0,10.0,14.0,0,0
110416,2019-10-09,3,7,HV,TURF,GOOD,B,Class 4,1200,6998,2404,2270,2324,0,0,0,C366,T H So,P O'Sullivan,125.0,9.0,,52.0,,1027.0,,,4.0,1,,11,11-12-11,11.0,12.0,11.0,0,0,0,2532.0,2258.0,2313.0,0,0,0,7103.0,8,7.25,6.5,0,0.0,0,,"HK$ 967,000",6-1/2,71.0,94.0,15.0,19.0,0,0
110417,2019-10-09,3,8,HV,TURF,GOOD,B,Class 4,1200,6998,2404,2270,2324,0,0,0,T256,H N Wong,C W Chang,123.0,5.0,B,50.0,-1.0,1112.0,21.0,1.09.54,9.0,+1,8/10/7/7/1/2,10,6-8-10,6.0,8.0,10.0,0,0,0,2456.0,2282.0,2344.0,0,0,0,7082.0,3.25,4,5.25,0,0.0,0,94.0,"HK$ 967,000",5-1/4,45.0,60.0,9.5,12.0,0,0
110418,2019-10-09,3,9,HV,TURF,GOOD,B,Class 4,1200,6998,2404,2270,2324,0,0,0,V235,N Callan,R Gibson,122.0,1.0,B,49.0,-4.0,1084.0,1.0,1.10.03,6.0,*3,5/8/2/3/2/5,2,4-3-2,4.0,3.0,2.0,0,0,0,2432.0,2266.0,2304.0,0,0,0,7002.0,1.75,1.5,HD,0,0.0,0,105.0,"HK$ 967,000",HD,3.7,3.2,1.5,1.3,0,1
110419,2019-10-09,3,10,HV,TURF,GOOD,B,Class 4,1200,6998,2404,2270,2324,0,0,0,C016,J Moreira,J Size,121.0,11.0,P,48.0,-1.0,1052.0,6.0,1.10.38,4.0,*1,7/8/11/2/8/8,3,10-9-3,10.0,9.0,3.0,0,0,0,2508.0,2238.0,2280.0,0,0,0,7026.0,6.5,4.5,1.75,0,0.0,0,31.0,"HK$ 967,000",1-3/4,11.0,12.0,2.9,3.3,0,1
110420,2019-10-09,3,11,HV,TURF,GOOD,B,Class 4,1200,6998,2404,2270,2324,0,0,0,C191,M Chadwick,W Y So,118.0,6.0,H/TT,45.0,-3.0,1148.0,14.0,1.10.47,4.0,2,6/7/11/12,7,9-10-7,9.0,10.0,7.0,0,0,0,2500.0,2266.0,2303.0,0,0,0,7069.0,6,5.75,4.5,0,0.0,0,98.0,"HK$ 967,000",4-1/2,42.0,40.0,8.2,9.0,0,0
110421,2019-10-09,3,12,HV,TURF,GOOD,B,Class 4,1200,6998,2404,2270,2324,0,0,0,T129,H W Lai,L Ho,116.0,10.0,V/TT,43.0,0.0,1181.0,11.0,1.10.28,8.0,+2,5/4/2/7/8/5,12,2-5-12,2.0,5.0,12.0,0,0,0,2408.0,2298.0,2525.0,0,0,0,7231.0,N,2,14.5,0,0.0,0,28.0,"HK$ 967,000",14-1/2,22.0,20.0,4.7,4.7,0,0
110422,2019-10-09,4,1,HV,TURF,GOOD,B,Class 4,1200,6997,2404,2268,2325,0,0,0,B010,N Callan,R Gibson,133.0,9.0,B/H/XB/TT,59.0,0.0,1135.0,-6.0,1.09.98,6.0,1,4/8/2/3/6/12,4,6-5-4,6.0,5.0,4.0,0,0,0,2452.0,2276.0,2305.0,0,0,0,7033.0,3,3.5,2.25,0,0.0,0,14.0,"HK$ 967,000",2-1/4,9.3,8.1,1.9,1.9,0,0
110423,2019-10-09,4,2,HV,TURF,GOOD,B,Class 4,1200,6997,2404,2268,2325,0,0,0,A221,J Moreira,J Size,132.0,5.0,P/XB,58.0,0.0,1127.0,9.0,1.09.54,6.0,*2,6/5/7/8/8/8,5,5-3-5,5.0,3.0,5.0,0,0,0,2436.0,2272.0,2360.0,0,0,0,7068.0,2,2.25,4.5,0,0.0,0,28.0,"HK$ 967,000",4-1/2,8.5,8.4,1.8,1.9,0,0
110424,2019-10-09,4,3,HV,TURF,GOOD,B,Class 4,1200,6997,2404,2268,2325,0,0,0,C156,K C Leung,C W Chang,131.0,4.0,B1,57.0,,1024.0,,,3.0,2,,9,8-9-9,8.0,9.0,9.0,0,0,0,2472.0,2304.0,2393.0,0,0,0,7169.0,4.25,6.5,10.75,0,0.0,0,,"HK$ 967,000",10-3/4,98.0,99.0,16.0,23.0,0,0
110425,2019-10-09,4,4,HV,TURF,GOOD,B,Class 4,1200,6997,2404,2268,2325,0,0,0,C300,U Rispoli,D E Ferraris,131.0,11.0,B,57.0,-3.0,1182.0,17.0,1.11.10,5.0,1,10/12/13/9/11/10,7,11-7-7,11.0,7.0,7.0,0,0,0,2520.0,2232.0,2333.0,0,0,0,7085.0,7.25,5,5.5,0,0.0,0,14.0,"HK$ 967,000",5-1/2,65.0,67.0,13.0,12.0,0,0
110426,2019-10-09,4,5,HV,TURF,GOOD,B,Class 4,1200,6997,2404,2268,2325,0,0,0,V357,C Y Ho,K W Lui,130.0,8.0,B/TT,56.0,0.0,1102.0,-35.0,1.10.02,7.0,*1,5/9/8/5/3/6,3,7-6-3,7.0,6.0,3.0,0,0,0,2460.0,2280.0,2269.0,0,0,0,7009.0,3.5,4.25,0.75,0,0.0,0,38.0,"HK$ 967,000",3/4,5.6,6.6,1.8,1.7,0,1
110427,2019-10-09,4,6,HV,TURF,GOOD,B,Class 4,1200,6997,2404,2268,2325,0,0,0,C355,T H So,D J Hall,126.0,7.0,B1,52.0,,1080.0,,,5.0,1,,10,9-11-10,9.0,11.0,10.0,0,0,0,2504.0,2296.0,2460.0,0,0,0,7260.0,6.25,8,16.5,0,0.0,0,,"HK$ 967,000",16-1/2,99.0,99.0,18.0,21.0,0,0
110428,2019-10-09,4,7,HV,TURF,GOOD,B,Class 4,1200,6997,2404,2268,2325,0,0,0,C347,C Schofield,W Y So,125.0,6.0,TT,51.0,-1.0,1091.0,33.0,,4.0,3,8,11,4-8-11,4.0,8.0,11.0,0,0,0,2432.0,2328.0,2666.0,0,0,0,7426.0,1.75,5.5,26.75,0,0.0,0,136.0,"HK$ 967,000",26-3/4,84.0,99.0,14.0,22.0,0,0
110429,2019-10-09,4,8,HV,TURF,GOOD,B,Class 4,1200,6997,2404,2268,2325,0,0,0,C351,Z Purton,C Fownes,124.0,3.0,TT,50.0,0.0,1017.0,7.0,,5.0,1,2/4/6,1,2-2-1,2.0,2.0,1.0,0,0,0,2416.0,2272.0,2309.0,0,0,0,6997.0,0.75,1,0.5,0,0.0,0,31.0,"HK$ 967,000",1/2,1.6,1.8,1.2,1.1,1,1
110430,2019-10-09,4,9,HV,TURF,GOOD,B,Class 4,1200,6997,2404,2268,2325,0,0,0,C212,H N Wong,Y S Tsui,119.0,2.0,,45.0,-2.0,1176.0,-4.0,1.10.31,5.0,+1,5/6/4/8/10/6,2,1-1-2,1.0,1.0,2.0,0,0,0,2404.0,2268.0,2335.0,0,0,0,7007.0,0.75,1,0.5,0,0.0,0,14.0,"HK$ 967,000",1/2,11.0,6.0,1.5,2.0,0,1
110431,2019-10-09,4,10,HV,TURF,GOOD,B,Class 4,1200,6997,2404,2268,2325,0,0,0,A007,,,,,,,,,,,,,,0,--,,,,0,0,0,,,,0,0,0,,,,,0,0.0,0,18.0,"HK$ 967,000",,,,0.0,0.0,0,1
110432,2019-10-09,4,11,HV,TURF,GOOD,B,Class 4,1200,6997,2404,2268,2325,0,0,0,C017,M F Poon,C H Yip,117.0,1.0,TT,43.0,-2.0,1054.0,0.0,1.10.65,5.0,3,7/10/12/3/5/8,6,3-4-6,3.0,4.0,6.0,0,0,0,2428.0,2284.0,2368.0,0,0,0,7080.0,1.5,2.5,5.25,0,0.0,0,18.0,"HK$ 967,000",5-1/4,23.0,13.0,4.6,2.9,0,0
110433,2019-10-09,4,12,HV,TURF,GOOD,B,Class 4,1200,6997,2404,2268,2325,0,0,0,C175,H T Mo,P F Yiu,116.0,10.0,B,42.0,-4.0,1016.0,-45.0,,4.0,+2,13/9/11/14,8,10-10-8,10.0,10.0,8.0,0,0,0,2512.0,2276.0,2322.0,0,0,0,7110.0,6.75,7.25,7,0,0.0,0,87.0,"HK$ 967,000",7,93.0,98.0,15.0,13.0,0,0
110434,2019-10-09,5,1,HV,TURF,GOOD,B,Class 4,1650,10072,2808,2402,2445,2417,0,0,A164,N Callan,R Gibson,133.0,12.0,H/P/TT,60.0,-2.0,1028.0,10.0,1.39.79,5.0,1,10/8/12/9/5/8,10,3-2-3-10,3.0,2.0,3.0,10,0,0,2812.0,2426.0,2441.0,2639,0,0,10318.0,N,1.75,1.5,15.25,0.0,0,24.0,"HK$ 967,000",15-1/4,25.0,29.0,6.3,7.1,0,0
110435,2019-10-09,5,2,HV,TURF,GOOD,B,Class 4,1650,10072,2808,2402,2445,2417,0,0,S147,K H Chan,C W Chang,131.0,6.0,B/TT,58.0,-1.0,1111.0,2.0,1.40.28,8.0,*1,11/11/6/1/1/8,6,11-10-10-6,11.0,10.0,10.0,6,0,0,2932.0,2394.0,2405.0,2414,0,0,10145.0,7.75,7.25,4.75,4.5,0.0,0,108.0,"HK$ 967,000",4-1/2,60.0,87.0,13.0,21.0,0,0
110436,2019-10-09,5,3,HV,TURF,GOOD,B,Class 4,1650,10072,2808,2402,2445,2417,0,0,V114,U Rispoli,D E Ferraris,131.0,7.0,B/TT,58.0,-4.0,1137.0,-17.0,1.39.46,7.0,*2,11/3/7/6/6/6,3,10-11-11-3,10.0,11.0,11.0,3,0,0,2920.0,2410.0,2417.0,2377,0,0,10124.0,7,7.5,5.75,3.25,0.0,0,105.0,"HK$ 967,000",3-1/4,13.0,15.0,3.7,4.0,0,1
110437,2019-10-09,5,4,HV,TURF,GOOD,B,Class 4,1650,10072,2808,2402,2445,2417,0,0,B373,K Teetan,A S Cruz,128.0,2.0,P-/H/TT,55.0,-2.0,1080.0,11.0,1.40.59,4.0,*2,9,8,5-6-7-8,5.0,6.0,7.0,8,0,0,2832.0,2434.0,2441.0,2486,0,0,10193.0,1.5,3.5,3.25,7.5,0.0,0,147.0,"HK$ 967,000",7-1/2,19.0,22.0,6.2,5.4,0,0
110438,2019-10-09,5,5,HV,TURF,GOOD,B,Class 4,1650,10072,2808,2402,2445,2417,0,0,B366,J Moreira,C Fownes,128.0,3.0,XB,55.0,0.0,1038.0,23.0,1.39.66,5.0,*2,12/3/2/3/7/9,11,7-8-9-11,7.0,8.0,9.0,11,0,0,2852.0,2438.0,2441.0,2620,0,0,10351.0,2.75,5,4.75,17.5,0.0,0,175.0,"HK$ 967,000",17-1/2,3.0,3.4,1.5,1.5,0,0
110439,2019-10-09,5,6,HV,TURF,GOOD,B,Class 4,1650,10072,2808,2402,2445,2417,0,0,B003,Z Purton,C S Shum,126.0,9.0,B,53.0,-2.0,1115.0,12.0,1.39.64,6.0,1,4/4/4/5/11/9,12,6-4-2-12,6.0,4.0,2.0,12,0,0,2836.0,2410.0,2413.0,2726,0,0,10385.0,1.75,2.25,N,19.5,0.0,0,91.0,"HK$ 967,000",19-1/2,8.5,9.8,3.0,3.0,0,0
110440,2019-10-09,5,7,HV,TURF,GOOD,B,Class 4,1650,10072,2808,2402,2445,2417,0,0,V037,A Domeyer,A T Millard,124.0,4.0,V/TT,51.0,1.0,1070.0,6.0,1.40.20,7.0,+1,3/5/4/6/7/12,5,9-9-8-5,9.0,9.0,8.0,5,0,0,2888.0,2422.0,2413.0,2415,0,0,10138.0,5,6.25,4.25,4,0.0,0,28.0,"HK$ 967,000",4,4.8,5.9,1.6,1.7,0,0
110441,2019-10-09,5,8,HV,TURF,GOOD,B,Class 4,1650,10072,2808,2402,2445,2417,0,0,A125,K C Leung,Y S Tsui,123.0,10.0,B,50.0,-2.0,1119.0,18.0,1.40.24,6.0,+1,9/9/6/6/6/1,9,2-1-1-9,2.0,1.0,1.0,9,0,0,2808.0,2402.0,2445.0,2546,0,0,10201.0,SH,1.75,N,8,0.0,0,14.0,"HK$ 967,000",8,58.0,70.0,13.0,13.0,0,0
110442,2019-10-09,5,9,HV,TURF,GOOD,B,Class 4,1650,10072,2808,2402,2445,2417,0,0,A359,C Y Ho,K W Lui,120.0,5.0,,47.0,1.0,1026.0,16.0,1.40.32,6.0,1,3/8/3/4/6/6,2,8-7-6-2,8.0,7.0,6.0,2,0,0,2856.0,2426.0,2425.0,2381,0,0,10088.0,3,4.5,3.25,1,0.0,0,28.0,"HK$ 967,000",1,5.0,4.2,1.3,1.8,0,1
110443,2019-10-09,5,10,HV,TURF,GOOD,B,Class 4,1650,10072,2808,2402,2445,2417,0,0,B162,C Schofield,F C Lor,118.0,1.0,B/TT,45.0,-4.0,1127.0,8.0,1.41.35,5.0,+2,5/4/9/3/6/4,1,4-5-5-1,4.0,5.0,5.0,1,0,0,2828.0,2434.0,2421.0,2389,0,0,10072.0,1.25,3.25,1.75,1,0.0,0,94.0,"HK$ 967,000",1,11.0,6.0,3.3,2.0,1,1
110444,2019-10-09,5,11,HV,TURF,GOOD,B,Class 4,1650,10072,2808,2402,2445,2417,0,0,A087,L Hewitson,D J Hall,116.0,8.0,B,43.0,0.0,1151.0,1.0,1.40.36,6.0,1,5/7/5/1/6/5,7,1-3-4-7,1.0,3.0,4.0,7,0,0,2808.0,2430.0,2441.0,2496,0,0,10175.0,SH,1.75,1.5,6.5,0.0,0,18.0,"HK$ 967,000",6-1/2,15.0,14.0,4.3,3.6,0,0
