index,rdate,rid,hid,venue,track,going,course,class,distance,rfinishm,rm1,rm2,rm3,rm4,rm5,rm6,horsenum,jname,tname,exweight,bardraw,gear,rating,ratechg,horseweight,horseweightchg,besttime,age,priority,lastsix,rank,runpos,p1,p2,p3,p4,p5,p6,m1,m2,m3,m4,m5,m6,finishm,d1,d2,d3,d4,d5,d6,datediff,pricemoney,windist,win_t5,win,place_t5,place,ind_win,ind_pla
110525,2019-10-20,4,10,ST,TURF,GOOD TO FIRM,A,Class 3,1000,5547,1295,2042,2210,0,0,0,C067,J Moreira,A T Millard,116,7,,63,+6,1127,+2,0.56.81,4,1,1/5/4/2/4/2,2,5-2-2,5,2,2,0,0,0,1315,2030,2209,0,0,0,5554,1.25,0.5,N,0,0,0,29,"HK$ 1,450,000",N,8.2,5.2,1.9,1.3,0,1
110526,2019-10-20,4,11,ST,TURF,GOOD TO FIRM,A,Class 3,1000,5547,1295,2042,2210,0,0,0,C058,G van Niekerk,P F Yiu,116,8,CP,63,-2,1150,-5,0.58.41,4,+1,7/9/13/6/4/3,4,9-10-4,9,10,4,0,0,0,1335,2054,2208,0,0,0,5597,2.5,3.25,3.25,0,0,0,25,"HK$ 1,450,000",3-1/4,21.0,22.0,3.3,3.3,0,0
110527,2019-10-20,4,12,ST,TURF,GOOD TO FIRM,A,Class 3,1000,5547,1295,2042,2210,0,0,0,A064,M Chadwick,K L Man,115,2,XB-/B,62,-2,1030,-11,0.55.69,6,+1,7/2/8/5/3/3,10,7-5-10,7,5,10,0,0,0,1319,2046,2325,0,0,0,5690,1.5,1.75,9,0,0,0,102,"HK$ 1,450,000",9,39.0,65.0,5.9,7.9,0,0
110528,2019-10-20,4,13,ST,TURF,GOOD TO FIRM,A,Class 3,1000,5547,1295,2042,2210,0,0,0,T334,T H So,L Ho,114,12,H/P,61,0,1255,+9,0.56.24,8,1,12/8/4/1/5/1,12,6-11-12,6,11,12,0,0,0,1319,2074,2342,0,0,0,5735,1.5,3.5,11.75,0,0,0,49,"HK$ 1,450,000",11-3/4,99.0,99.0,24.0,39.0,0,0
110529,2019-10-20,5,1,ST,TURF,GOOD TO FIRM,A,Class 4,1600,9438,2423,2281,2420,2314,0,0,A160,N Callan,C Fownes,133,9,V,59,0,1275,+25,1.34.99,6,*1,7/11/5/7/1/1,12,9-10-11-12,9,10,11,12,0,0,2511,2293,2368,2376,0,0,9547,5.5,6.25,3,6.75,0,0,181,"HK$ 967,000",6-3/4,76.0,99.0,18.0,30.0,0,0
110530,2019-10-20,5,2,ST,TURF,GOOD TO FIRM,A,Class 4,1600,9438,2423,2281,2420,2314,0,0,B026,C Y Ho,D J Hall,132,3,B,58,0,1117,+52,1.36.16,5,*1,3/1/1/3/4/10,6,11-12-5-6,11,12,5,6,0,0,2531,2289,2324,2336,0,0,9479,6.75,7.25,1.25,2.75,0,0,119,"HK$ 967,000",2-3/4,12.0,9.5,3.4,3.0,0,0
110531,2019-10-20,5,3,ST,TURF,GOOD TO FIRM,A,Class 4,1600,9438,2423,2281,2420,2314,0,0,A152,Z Purton,T P Yung,131,4,,57,0,1172,+3,1.34.17,6,1,6/2/4/1/5/7,1,8-8-6-1,8,8,6,1,0,0,2499,2281,2368,2290,0,0,9438,4.75,4.75,1.5,N,0,0,25,"HK$ 967,000",N,5.2,5.9,2.1,2.1,1,1
110532,2019-10-20,5,4,ST,TURF,GOOD TO FIRM,A,Class 4,1600,9438,2423,2281,2420,2314,0,0,B421,K C Leung,F C Lor,129,8,SR/B2,55,-1,1220,+5,1.35.11,4,1,9/3/8/8/9/5,13,5-6-8-13,5,6,8,13,0,0,2459,2301,2396,2422,0,0,9578,2.25,3.5,2,8.75,0,0,19,"HK$ 967,000",8-3/4,14.0,20.0,4.2,5.6,0,0
110533,2019-10-20,5,5,ST,TURF,GOOD TO FIRM,A,Class 4,1600,9438,2423,2281,2420,2314,0,0,B073,C Schofield,Y S Tsui,126,6,B,52,-2,1165,-2,,6,1,7/7/11/8/9/14,10,6-5-7-10,6,5,7,10,0,0,2459,2297,2396,2386,0,0,9538,2.25,3.25,1.75,6.25,0,0,19,"HK$ 967,000",6-1/4,36.0,58.0,8.0,13.0,0,0
110534,2019-10-20,5,6,ST,TURF,GOOD TO FIRM,A,Class 4,1600,9438,2423,2281,2420,2314,0,0,C450,U Rispoli,D E Ferraris,124,11,,50,+2,1040,+13,,4,1,2/6/7/5/5,2,10-9-9-2,10,9,9,2,0,0,2511,2289,2364,2278,0,0,9442,5.5,6,2.5,N,0,0,14,"HK$ 967,000",N,5.1,7.8,1.8,2.6,0,1
110535,2019-10-20,5,7,ST,TURF,GOOD TO FIRM,A,Class 4,1600,9438,2423,2281,2420,2314,0,0,B363,K Teetan,A S Cruz,123,14,TT,49,0,1120,+10,1.34.44,4,1,2/1/5/9/8/9,9,2-2-1-9,2,2,1,9,0,0,2431,2285,2408,2390,0,0,9514,0.5,0.75,N,4.75,0,0,19,"HK$ 967,000",4-3/4,10.0,7.1,3.0,2.2,0,0
110536,2019-10-20,5,8,ST,TURF,GOOD TO FIRM,A,Class 4,1600,9438,2423,2281,2420,2314,0,0,V038,A Sanna,P O'Sullivan,121,7,B/TT,47,-1,1171,-7,1.35.03,8,1,8/8/13/11/1/2,11,12-13-14-11,12,13,14,11,0,0,2539,2285,2384,2333,0,0,9540,7.25,7.5,5.25,6.5,0,0,19,"HK$ 967,000",6-1/2,60.0,86.0,13.0,21.0,0,0
110537,2019-10-20,5,9,ST,TURF,GOOD TO FIRM,A,Class 4,1600,9438,2423,2281,2420,2314,0,0,C255,M L Yeung,K H Ting,119,2,H-/B/TT,45,-3,1114,+9,,4,+1,11/11/14,14,1-1-3-14,1,1,3,14,0,0,2423,2281,2428,2490,0,0,9622,0.5,0.75,0.5,11.5,0,0,29,"HK$ 967,000",11-1/2,99.0,99.0,32.0,56.0,0,0
110538,2019-10-20,5,10,ST,TURF,GOOD TO FIRM,A,Class 4,1600,9438,2423,2281,2420,2314,0,0,B339,A Domeyer,P F Yiu,120,5,B,45,-2,1008,-1,1.35.78,5,1,5/4/4/11/12/12,3,13-11-13-3,13,11,13,3,0,0,2555,2253,2368,2268,0,0,9444,8.25,6.5,3.25,N,0,0,8,"HK$ 967,000",N,6.7,4.7,2.3,1.9,0,1
110539,2019-10-20,5,11,ST,TURF,GOOD TO FIRM,A,Class 4,1600,9438,2423,2281,2420,2314,0,0,A075,H N Wong,C H Yip,119,1,B,45,-2,1104,-3,1.34.35,6,2,6/10/6/6/8/12,7,4-3-2-7,4,3,2,7,0,0,2451,2281,2396,2365,0,0,9493,1.75,1.75,N,3.5,0,0,11,"HK$ 967,000",3-1/2,25.0,34.0,5.8,8.4,0,0
110540,2019-10-20,5,12,ST,TURF,GOOD TO FIRM,A,Class 4,1600,9438,2423,2281,2420,2314,0,0,C096,G van Niekerk,C S Shum,117,12,CP,43,-2,1050,-6,1.34.92,4,1,8/3/5/5/2/4,5,7-7-10-5,7,7,10,5,0,0,2487,2293,2392,2292,0,0,9464,4,4.75,3,1.5,0,0,8,"HK$ 967,000",1-1/2,9.9,7.2,3.4,2.4,0,0
110541,2019-10-20,5,13,ST,TURF,GOOD TO FIRM,A,Class 4,1600,9438,2423,2281,2420,2314,0,0,C253,M F Poon,C H Yip,117,10,,43,-1,1200,-8,,4,1,8/7/10/5/4/8,8,3-4-4-8,3,4,4,8,0,0,2439,2301,2392,2379,0,0,9511,1,2.25,0.5,4.5,0,0,42,"HK$ 967,000",4-1/2,30.0,34.0,8.0,8.9,0,0
110542,2019-10-20,5,14,ST,TURF,GOOD TO FIRM,A,Class 4,1600,9438,2423,2281,2420,2314,0,0,B314,J Moreira,J Moore,115,13,B/TT,40,0,1080,-6,1.34.52,4,1,3/3/6/11/11/2,4,14-14-12-4,14,14,12,4,0,0,2563,2269,2344,2271,0,0,9447,8.75,8,3.25,0.5,0,0,8,"HK$ 967,000",1/2,5.3,5.8,2.2,2.0,0,0
110543,2019-10-20,6,1,ST,TURF,GOOD TO FIRM,A,Class 4,1400,8167,1326,2148,2401,2292,0,0,B164,Z Purton,D J Whyte,133,5,B,60,+2,1148,+24,1.21.60,5,+1,2/3/4/7/10/8,7,7-7-7-7,7,7,7,7,0,0,1366,2192,2349,2312,0,0,8219,2.5,5.25,2,3.25,0,0,29,"HK$ 967,000",3-1/4,2.6,3.5,1.5,1.5,0,0
110544,2019-10-20,6,2,ST,TURF,GOOD TO FIRM,A,Class 4,1400,8167,1326,2148,2401,2292,0,0,C310,N Callan,P O'Sullivan,122,1,,49,-3,1231,+13,1.22.97,4,1,7/12,10,6-6-8-10,6,6,8,10,0,0,1362,2176,2377,2326,0,0,8241,2.25,4,2.5,4.5,0,0,98,"HK$ 967,000",4-1/2,72.0,96.0,17.0,24.0,0,0
110545,2019-10-20,6,3,ST,TURF,GOOD TO FIRM,A,Class 4,1400,8167,1326,2148,2401,2292,0,0,C360,A Domeyer,A S Cruz,131,12,CP1/TT,58,0,1124,-8,1.22.03,5,1,3/7/1/12/4/7,2,10-8-4-2,10,8,4,2,0,0,1398,2168,2325,2290,0,0,8181,4.5,5.75,1,0.75,0,0,14,"HK$ 967,000",3/4,13.0,8.8,2.8,3.1,0,1
110546,2019-10-20,6,4,ST,TURF,GOOD TO FIRM,A,Class 4,1400,8167,1326,2148,2401,2292,0,0,B362,B Shinn,L Ho,128,7,H/XB,55,0,1091,-13,,5,+1,3/7/6/2/7,6,9-10-10-6,9,10,10,6,0,0,1390,2196,2337,2294,0,0,8217,4,7,3,3,0,0,14,"HK$ 967,000",3,10.0,11.0,3.1,3.5,0,0
110547,2019-10-20,6,5,ST,TURF,GOOD TO FIRM,A,Class 4,1400,8167,1326,2148,2401,2292,0,0,C423,K C Leung,T P Yung,128,6,,55,-2,1097,-5,,3,+1,5/6,11,3-4-6-11,3,4,6,11,0,0,1342,2172,2389,2353,0,0,8256,1,2.5,1.75,5.5,0,0,19,"HK$ 967,000",5-1/2,14.0,13.0,4.2,4.3,0,0
110548,2019-10-20,6,6,ST,TURF,GOOD TO FIRM,A,Class 4,1400,8167,1326,2148,2401,2292,0,0,B191,K Teetan,D J Hall,127,3,,54,-1,1099,0,1.22.09,5,+1,5/5/9/12/4/6,8,8-9-11-8,8,9,11,8,0,0,1382,2192,2353,2301,0,0,8228,3.5,6.25,3.25,3.75,0,0,19,"HK$ 967,000",3-3/4,17.0,12.0,5.1,3.6,0,0
110549,2019-10-20,6,7,ST,TURF,GOOD TO FIRM,A,Class 4,1400,8167,1326,2148,2401,2292,0,0,B258,G van Niekerk,P F Yiu,124,14,CP/TT,51,+5,1167,-19,1.21.56,5,1,1/8/4/2/9/7,1,12-11-9-1,12,11,9,1,0,0,1410,2192,2317,2248,0,0,8167,5.25,8,2.75,0.75,0,0,29,"HK$ 967,000",3/4,13.0,7.9,4.4,2.4,1,1
110550,2019-10-20,6,8,ST,TURF,GOOD TO FIRM,A,Class 4,1400,8167,1326,2148,2401,2292,0,0,C353,L Hewitson,J Moore,124,13,CP/XB/TT,51,+2,1100,-18,1.21.32,4,+1,2/2/5/9/9,9,2-2-2-9,2,2,2,9,0,0,1334,2156,2389,2352,0,0,8231,0.5,1,N,4,0,0,14,"HK$ 967,000",4,9.9,13.0,3.3,4.0,0,0
110551,2019-10-20,6,9,ST,TURF,GOOD TO FIRM,A,Class 4,1400,8167,1326,2148,2401,2292,0,0,C106,C Schofield,R Gibson,123,2,B-/TT,50,-1,1133,+2,1.22.91,4,+1,7/3/6/10,4,5-5-3-4,5,5,3,4,0,0,1354,2180,2349,2317,0,0,8200,1.75,3.75,0.5,2,0,0,19,"HK$ 967,000",2,26.0,28.0,5.9,6.7,0,0
110552,2019-10-20,6,10,ST,TURF,GOOD TO FIRM,A,Class 4,1400,8167,1326,2148,2401,2292,0,0,A123,J Moreira,C H Yip,119,8,,46,0,1151,+12,1.21.56,6,+1,4/4/1/7/9/9,13,11-12-12-13,11,12,12,13,0,0,1406,2208,2329,2322,0,0,8265,5,8.75,4.25,6.25,0,0,35,"HK$ 967,000",6-1/4,9.7,11.0,2.7,3.1,0,0
110553,2019-10-20,6,11,ST,TURF,GOOD TO FIRM,A,Class 4,1400,8167,1326,2148,2401,2292,0,0,B471,H T Mo,A T Millard,117,11,B,44,-2,1003,-8,1.23.21,5,*1,10/10/10/4/6/12,12,13-13-14-12,13,13,14,12,0,0,1434,2200,2333,2295,0,0,8262,6.75,10,5.75,6,0,0,14,"HK$ 967,000",6,99.0,99.0,19.0,32.0,0,0
110554,2019-10-20,6,12,ST,TURF,GOOD TO FIRM,A,Class 4,1400,8167,1326,2148,2401,2292,0,0,C137,C Y Ho,Y S Tsui,116,4,,43,-1,1074,+21,1.21.56,5,*1,5/8/3/4/7/6,3,4-3-5-3,4,3,5,3,0,0,1346,2156,2397,2297,0,0,8196,1.25,1.75,1.5,1.75,0,0,35,"HK$ 967,000",1-3/4,6.1,4.6,1.9,1.8,0,1
110555,2019-10-20,6,13,ST,TURF,GOOD TO FIRM,A,Class 4,1400,8167,1326,2148,2401,2292,0,0,T326,H N Wong,K H Ting,113,9,B,42,-2,1095,+22,1.22.40,7,*1,7/6/6/2/7/8,14,14-14-13-14,14,14,13,14,0,0,1434,2204,2325,2319,0,0,8282,6.75,10.25,5.5,7.25,0,0,25,"HK$ 967,000",7-1/4,50.0,73.0,10.0,15.0,0,0
110556,2019-10-20,6,14,ST,TURF,GOOD TO FIRM,A,Class 4,1400,8167,1326,2148,2401,2292,0,0,B390,M F Poon,K L Man,113,10,B,40,-4,1099,+14,1.22.88,4,+1,6/14/13/5/5/12,5,1-1-1-5,1,1,1,5,0,0,1326,2148,2401,2338,0,0,8213,0.5,1,N,3,0,0,105,"HK$ 967,000",3,70.0,99.0,15.0,23.0,0,0
110557,2019-10-20,7,1,ST,TURF,GOOD TO FIRM,A,Class 3,1200,6881,2418,2239,2224,0,0,0,B249,J Moreira,J Size,133,2,,80,+7,1274,+26,1.08.52,5,+1,1/4/2/1/3/4,1,7-7-1,7,7,1,0,0,0,2474,2219,2188,0,0,0,6881,3.5,2.25,0.75,0,0,0,98,"HK$ 1,450,000",3/4,4.6,5.7,2.0,1.9,1,1
110558,2019-10-20,7,2,ST,TURF,GOOD TO FIRM,A,Class 3,1200,6881,2418,2239,2224,0,0,0,C234,Z Purton,W Y So,133,7,CP,80,+6,1090,-4,1.08.34,4,1,1/2/2/3/1/1,2,9-8-2,9,8,2,0,0,0,2474,2231,2189,0,0,0,6894,3.5,3,0.75,0,0,0,19,"HK$ 1,450,000",3/4,3.6,3.5,1.6,1.5,0,1
110559,2019-10-20,7,3,ST,TURF,GOOD TO FIRM,A,Class 3,1200,6881,2418,2239,2224,0,0,0,B309,B Shinn,P F Yiu,132,10,XB,79,+1,1192,-11,1.09.59,5,+1,3/10/3/8/14/8,3,1-1-3,1,1,3,0,0,0,2418,2239,2238,0,0,0,6894,0.75,0.75,0.75,0,0,0,14,"HK$ 1,450,000",3/4,10.0,8.8,3.4,3.3,0,1
110560,2019-10-20,7,4,ST,TURF,GOOD TO FIRM,A,Class 3,1200,6881,2418,2239,2224,0,0,0,C476,T H So,C H Yip,131,4,,78,0,1027,-18,1.10.62,4,1,14,11,8-9-11,8,9,11,0,0,0,2474,2239,2219,0,0,0,6932,3.5,3.5,3.25,0,0,0,14,"HK$ 1,450,000",3-1/4,99.0,99.0,37.0,64.0,0,0
110561,2019-10-20,7,5,ST,TURF,GOOD TO FIRM,A,Class 3,1200,6881,2418,2239,2224,0,0,0,B087,H T Mo,C S Shum,130,8,B/TT,77,-2,1062,+12,1.08.87,5,+1,11/2/2/7/10/8,6,6-5-6,6,5,6,0,0,0,2454,2231,2229,0,0,0,6914,2.25,1.75,2,0,0,0,126,"HK$ 1,450,000",2,10.0,9.5,3.7,3.2,0,0
110562,2019-10-20,7,6,ST,TURF,GOOD TO FIRM,A,Class 3,1200,6881,2418,2239,2224,0,0,0,C057,A Domeyer,A S Cruz,128,1,B/TT1,75,-3,1074,-6,,4,+1,7/5/11/7,7,4-4-7,4,4,7,0,0,0,2438,2239,2245,0,0,0,6922,1.25,1.25,2.5,0,0,0,137,"HK$ 1,450,000",2-1/2,12.0,11.0,3.6,3.9,0,0
110563,2019-10-20,7,7,ST,TURF,GOOD TO FIRM,A,Class 3,1200,6881,2418,2239,2224,0,0,0,D059,C Schofield,D J Whyte,123,5,XB1,70,,1068,,,4,1,,14,13-11-14,13,11,14,0,0,0,2498,2223,2247,0,0,0,6968,5,4,5.5,0,0,0,,"HK$ 1,450,000",5-1/2,75.0,99.0,17.0,30.0,0,0
110564,2019-10-20,7,8,ST,TURF,GOOD TO FIRM,A,Class 3,1200,6881,2418,2239,2224,0,0,0,T268,C Y Ho,Y S Tsui,123,14,,70,0,1004,+17,1.08.58,7,1,3/3/3/4/8/6,8,10-10-8,10,10,8,0,0,0,2494,2223,2206,0,0,0,6923,4.75,3.75,2.5,0,0,0,19,"HK$ 1,450,000",2-1/2,21.0,23.0,4.9,6.6,0,0
110565,2019-10-20,7,9,ST,TURF,GOOD TO FIRM,A,Class 3,1200,6881,2418,2239,2224,0,0,0,A010,K Teetan,P O'Sullivan,121,3,B,68,0,1203,+3,1.09.22,6,+1,5/3/1/2/5/3,10,5-6-10,5,6,10,0,0,0,2454,2235,2240,0,0,0,6928,2.25,2,3,0,0,0,196,"HK$ 1,450,000",3,14.0,11.0,3.8,3.6,0,0
110566,2019-10-20,7,10,ST,TURF,GOOD TO FIRM,A,Class 3,1200,6881,2418,2239,2224,0,0,0,V303,L Hewitson,D E Ferraris,119,13,B/TT,66,+2,1173,+5,1.09.18,6,1,2/8/5/2/8/4,12,14-13-12,14,13,12,0,0,0,2514,2219,2202,0,0,0,6935,6,4.75,3.25,0,0,0,39,"HK$ 1,450,000",3-1/4,31.0,51.0,8.6,14.0,0,0
110567,2019-10-20,7,11,ST,TURF,GOOD TO FIRM,A,Class 3,1200,6881,2418,2239,2224,0,0,0,C283,R Bayliss,C Fownes,119,6,TT,66,+3,1156,+6,1.08.40,4,1,2/8/2/1/2/7,5,3-3-5,3,3,5,0,0,0,2434,2239,2234,0,0,0,6907,1,1,1.75,0,0,0,19,"HK$ 1,450,000",1-3/4,9.1,8.0,2.5,2.1,0,0
110568,2019-10-20,7,12,ST,TURF,GOOD TO FIRM,A,Class 3,1200,6881,2418,2239,2224,0,0,0,B271,G van Niekerk,J Moore,119,12,B/TT,66,+6,1039,+24,1.10.82,6,*1,1/1/3/10/4/13,4,12-12-4,12,12,4,0,0,0,2494,2231,2181,0,0,0,6906,4.75,4.25,1.5,0,0,0,147,"HK$ 1,450,000",1-1/2,11.0,18.0,4.2,5.4,0,0
110569,2019-10-20,7,13,ST,TURF,GOOD TO FIRM,A,Class 3,1200,6881,2418,2239,2224,0,0,0,C132,K C Leung,K L Man,117,9,H,62,+7,1029,0,1.09.12,4,1,1/4/8/11/11/14,9,11-14-9,11,14,9,0,0,0,2494,2239,2195,0,0,0,6927,4.75,4.75,3,0,0,0,19,"HK$ 1,450,000",3,22.0,20.0,4.5,5.0,0,0
110570,2019-10-20,7,14,ST,TURF,GOOD TO FIRM,A,Class 3,1200,6881,2418,2239,2224,0,0,0,B416,H N Wong,K W Lui,113,11,,61,0,1213,+8,1.10.26,4,+1,4/8/3/1/7,13,2-2-13,2,2,13,0,0,0,2430,2239,2288,0,0,0,6957,0.75,0.75,4.75,0,0,0,29,"HK$ 1,450,000",4-3/4,21.0,18.0,6.0,5.1,0,0
110571,2019-10-20,8,1,ST,TURF,GOOD TO FIRM,A,Hong Kong Group Two,1600,9282,2454,2345,2287,2196,0,0,V380,Z Purton,J Moore,133,2,B/TT,138,+1,1146,-15,1.32.64,7,,1/1/1/1/1/1,3,3-3-1-3,3,3,1,3,0,0,2474,2353,2259,2231,0,0,9317,1.25,1.75,N,2.25,0,0,19,"HK$ 4,250,000",2-1/4,1.2,1.3,1.0,1.1,0,1
110572,2019-10-20,8,2,ST,TURF,GOOD TO FIRM,A,Hong Kong Group Two,1600,9282,2454,2345,2287,2196,0,0,A238,C Y Ho,C Fownes,119,7,XB,124,+5,1103,+42,1.33.73,5,,1/2/5/7/1/6,1,8-7-7-1,8,7,7,1,0,0,2534,2337,2251,2160,0,0,9282,5,4.5,2.25,N,0,0,119,"HK$ 4,250,000",N,18.0,17.0,2.8,2.8,1,1
110573,2019-10-20,8,3,ST,TURF,GOOD TO FIRM,A,Hong Kong Group Two,1600,9282,2454,2345,2287,2196,0,0,A252,A Sanna,C Fownes,118,5,V,123,0,1169,+10,1.33.13,7,,4/1/6/2/3/6,5,4-4-5-5,4,4,5,5,0,0,2482,2345,2279,2223,0,0,9329,1.75,1.75,1.25,3,0,0,19,"HK$ 4,250,000",3,37.0,28.0,3.2,3.0,0,0
110574,2019-10-20,8,4,ST,TURF,GOOD TO FIRM,A,Hong Kong Group Two,1600,9282,2454,2345,2287,2196,0,0,B236,K C Leung,F C Lor,117,9,B/TT,122,-2,1167,+11,,5,,5/4/5/8/1/6,9,2-2-3-9,2,2,3,9,0,0,2462,2345,2287,2305,0,0,9399,0.5,0.5,0.5,7.25,0,0,147,"HK$ 4,250,000",7-1/4,54.0,35.0,7.1,5.5,0,0
110575,2019-10-20,8,5,ST,TURF,GOOD TO FIRM,A,Hong Kong Group Two,1600,9282,2454,2345,2287,2196,0,0,A093,G van Niekerk,J Moore,115,6,XB-/B/TT2,120,-2,1089,+3,1.33.44,7,,9/9/2/6/10/4,6,9-9-9-6,9,9,9,6,0,0,2542,2353,2279,2192,0,0,9365,5.5,6,5.5,5.25,0,0,147,"HK$ 4,250,000",5-1/4,28.0,30.0,3.7,3.9,0,0
110576,2019-10-20,8,6,ST,TURF,GOOD TO FIRM,A,Hong Kong Group Two,1600,9282,2454,2345,2287,2196,0,0,B104,L Hewitson,A T Millard,115,10,SR/XB,117,+1,1084,+2,1.33.15,6,,3/2/4/9/5/9,11,11-11-11-11,11,11,11,11,0,0,2566,2353,2263,2230,0,0,9411,7,7.5,6,8,0,0,175,"HK$ 4,250,000",8,42.0,35.0,6.0,5.2,0,0
110577,2019-10-20,8,7,ST,TURF,GOOD TO FIRM,A,Hong Kong Group Two,1600,9282,2454,2345,2287,2196,0,0,B090,M L Yeung,F C Lor,113,11,XB,116,-1,1130,+8,1.33.12,5,,9/9/3/7/4/1,10,10-10-10-10,10,10,10,10,0,0,2554,2361,2263,2225,0,0,9403,6.25,7.25,5.75,7.5,0,0,119,"HK$ 4,250,000",7-1/2,93.0,99.0,12.0,16.0,0,0
110578,2019-10-20,8,8,ST,TURF,GOOD TO FIRM,A,Hong Kong Group Two,1600,9282,2454,2345,2287,2196,0,0,C150,J Moreira,J Size,115,4,,113,+5,1130,+16,,4,,3/12/7/2/1/1,2,5-6-4-2,5,6,4,2,0,0,2502,2349,2255,2181,0,0,9286,3,3.25,1.25,N,0,0,19,"HK$ 4,250,000",N,8.3,6.5,1.6,1.5,0,1
110579,2019-10-20,8,9,ST,TURF,GOOD TO FIRM,A,Hong Kong Group Two,1600,9282,2454,2345,2287,2196,0,0,C198,K Teetan,A S Cruz,113,8,CP/TT,112,+4,1116,+1,1.33.42,4,,2/3/2/1/5/10,4,1-1-2-4,1,1,2,4,0,0,2454,2345,2291,2232,0,0,9322,0.5,0.5,N,2.5,0,0,19,"HK$ 4,250,000",2-1/2,17.0,10.0,2.2,1.8,0,0
110580,2019-10-20,8,10,ST,TURF,GOOD TO FIRM,A,Hong Kong Group Two,1600,9282,2454,2345,2287,2196,0,0,B156,H N Wong,Y S Tsui,113,1,,108,+1,1084,+23,1.35.13,5,,3/7/2/3/7/4,7,6-5-6-7,6,5,6,7,0,0,2510,2337,2267,2259,0,0,9372,3.5,3,1.75,5.75,0,0,119,"HK$ 4,250,000",5-3/4,96.0,99.0,10.0,16.0,0,0
110581,2019-10-20,8,11,ST,TURF,GOOD TO FIRM,A,Hong Kong Group Two,1600,9282,2454,2345,2287,2196,0,0,V388,M Chadwick,J Size,113,3,B,108,0,1172,+6,1.33.82,6,,6/12/6/6/5/11,8,7-8-8-8,7,8,8,8,0,0,2526,2349,2279,2224,0,0,9378,4.5,4.75,4.25,6,0,0,19,"HK$ 4,250,000",6,87.0,68.0,10.0,7.6,0,0
110582,2019-10-20,9,1,ST,TURF,GOOD TO FIRM,A,Class 2,1400,8029,1354,2183,2275,2217,0,0,B318,B Shinn,D J Hall,133,8,,103,+7,1060,+30,1.22.07,5,1,1/3/5/7/1/1,13,12-12-12-13,12,12,12,13,0,0,1442,2207,2275,2255,0,0,8179,5.5,7,7,9.25,0,0,168,"HK$ 2,100,000",9-1/4,35.0,47.0,8.1,8.7,0,0
110583,2019-10-20,9,2,ST,TURF,GOOD TO FIRM,A,Class 2,1400,8029,1354,2183,2275,2217,0,0,B328,G van Niekerk,F C Lor,132,3,XB,102,+9,1065,+9,1.21.16,4,1,1/3/1/2/2/9,12,6-8-8-12,6,8,8,12,0,0,1394,2207,2287,2274,0,0,8162,2.5,4,4.75,8.25,0,0,119,"HK$ 2,100,000",8-1/4,6.0,8.1,1.8,2.1,0,0
110584,2019-10-20,9,3,ST,TURF,GOOD TO FIRM,A,Class 2,1400,8029,1354,2183,2275,2217,0,0,B109,K H Chan,J Moore,130,4,B/TT,100,0,1046,+6,1.21.53,6,2,6/9/3/1/1/1,2,1-1-1-2,1,1,1,2,0,0,1354,2183,2275,2236,0,0,8048,0.5,0.75,1,1.25,0,0,162,"HK$ 2,100,000",1-1/4,16.0,26.0,4.2,6.1,0,1
110585,2019-10-20,9,4,ST,TURF,GOOD TO FIRM,A,Class 2,1400,8029,1354,2183,2275,2217,0,0,B224,Z Purton,F C Lor,130,2,V/TT,100,-2,1264,+4,1.21.14,5,2,11/7/8/4/2/9,10,3-3-3-10,3,3,3,10,0,0,1366,2191,2283,2289,0,0,8129,0.75,1.25,1.75,6.25,0,0,8,"HK$ 2,100,000",6-1/4,15.0,10.0,4.2,2.8,0,0
110586,2019-10-20,9,5,ST,TURF,GOOD TO FIRM,A,Class 2,1400,8029,1354,2183,2275,2217,0,0,B287,J Moreira,J Size,125,12,SR,95,+2,1131,-3,1.21.19,5,1,2/5/5/1/2/2,5,5-4-4-5,5,4,4,5,0,0,1382,2187,2275,2273,0,0,8117,1.75,2,2,5.5,0,0,14,"HK$ 2,100,000",5-1/2,3.7,3.6,1.6,1.4,0,0
110587,2019-10-20,9,6,ST,TURF,GOOD TO FIRM,A,Class 2,1400,8029,1354,2183,2275,2217,0,0,C296,A Domeyer,A T Millard,124,13,XB,94,-1,1188,+12,,5,+1,13,9,9-10-10-9,9,10,10,9,0,0,1410,2211,2279,2229,0,0,8129,3.5,5.25,5.5,6.25,0,0,175,"HK$ 2,100,000",6-1/4,71.0,99.0,9.8,17.0,0,0
110588,2019-10-20,9,7,ST,TURF,GOOD TO FIRM,A,Class 2,1400,8029,1354,2183,2275,2217,0,0,B244,K Teetan,J Moore,118,10,XB2,88,+1,1225,+9,1.21.43,5,1,2/7/1/3/1/9,7,2-2-2-7,2,2,2,7,0,0,1362,2187,2279,2295,0,0,8123,0.5,0.75,1,6,0,0,273,"HK$ 2,100,000",6,13.0,13.0,4.0,3.6,0,0
110589,2019-10-20,9,8,ST,TURF,GOOD TO FIRM,A,Class 2,1400,8029,1354,2183,2275,2217,0,0,C146,K C Leung,R Gibson,117,6,CP2/H2/TT,87,0,1087,-5,1.21.34,4,1,6/1/12/6/13/2,11,11-9-9-11,11,9,9,11,0,0,1434,2183,2275,2254,0,0,8146,5,5,5,7.25,0,0,14,"HK$ 2,100,000",7-1/4,19.0,18.0,3.5,4.4,0,0
