age,tname,jname,rating,track,bardraw,besttime,going,win_t5,place_t5,ind_win,ind_pla
7.0,0.2972972972972973,0.49444444444444446,65.0,1,11.0,68.92,2,26.0,5.4,0,0
5.0,0.2549019607843137,0.3613861386138614,63.0,1,6.0,69.22,2,5.4,1.6,1,1
4.0,0.232,0.19318181818181818,63.0,1,1.0,83.01335999999999,2,5.9,2.8,0,0
4.0,0.5035460992907801,0.45806451612903226,61.0,1,4.0,69.65,2,3.0,2.0,0,1
4.0,0.14150943396226415,0.16666666666666666,80.0,1,13.0,83.01335999999999,2,99.0,22.0,0,0
4.0,0.34814814814814815,0.1958762886597938,77.0,1,5.0,83.2,2,5.7,1.9,1,1
7.0,0.23148148148148148,0.09803921568627451,76.0,1,7.0,80.84,2,99.0,21.0,0,0
6.0,0.1610738255033557,0.1511627906976744,75.0,1,4.0,81.56,2,99.0,22.0,0,0
6.0,0.3270440251572327,0.3613861386138614,73.0,1,10.0,80.67,2,12.0,3.0,0,0
4.0,0.2972972972972973,0.14285714285714285,72.0,1,3.0,81.65,2,15.0,4.0,0,0
4.0,0.23275862068965517,0.14285714285714285,72.0,1,1.0,83.01335999999999,2,38.0,7.1,0,0
4.0,0.2818181818181818,0.224,71.0,1,6.0,83.01335999999999,2,9.1,2.5,0,0
4.0,0.24528301886792453,0.11666666666666667,71.0,1,8.0,82.06,2,25.0,5.8,0,0
3.0,0.25,0.49444444444444446,69.0,1,9.0,81.98,2,2.8,1.5,0,1
4.0,0.2549019607843137,0.1276595744680851,68.0,1,12.0,84.17,2,99.0,27.0,0,0
6.0,0.18292682926829268,0.19047619047619047,63.0,1,2.0,82.02,2,14.0,3.2,0,1
8.0,0.1721311475409836,0.28,63.0,1,11.0,81.54,2,35.0,6.0,0,0
4.0,0.16666666666666666,0.23636363636363636,61.0,1,14.0,83.01335999999999,2,4.3,1.8,0,0
4.0,0.16666666666666666,0.25842696629213485,40.0,1,5.0,58.83,2,54.0,9.6,0,0
3.0,0.2972972972972973,0.09090909090909091,39.0,1,10.0,83.01335999999999,2,53.0,10.0,0,0
4.0,0.23275862068965517,0.19318181818181818,37.0,1,8.0,56.69,2,3.4,1.5,0,1
5.0,0.1610738255033557,0.1511627906976744,36.0,1,9.0,60.96,2,19.0,3.9,0,0
8.0,0.24528301886792453,0.23255813953488372,34.0,1,1.0,56.06,2,6.9,2.1,1,1
4.0,0.2549019607843137,0.3613861386138614,34.0,1,6.0,83.01335999999999,2,32.0,5.5,0,0
6.0,0.232,0.224,31.0,1,7.0,56.82,2,6.4,2.2,0,0
5.0,0.24528301886792453,0.11666666666666667,27.0,1,4.0,58.37,2,11.0,3.0,0,1
5.0,0.16666666666666666,0.45806451612903226,23.0,1,3.0,57.79,2,5.2,1.6,0,0
6.0,0.2818181818181818,0.23636363636363636,23.0,1,2.0,56.21,2,4.5,2.1,0,0
5.0,0.14150943396226415,0.19736842105263158,40.0,0,4.0,83.01335999999999,2,9.7,3.2,0,1
6.0,0.25,0.49444444444444446,39.0,0,5.0,110.54,2,27.0,7.1,0,0
4.0,0.24528301886792453,0.45806451612903226,39.0,0,3.0,109.38,2,2.0,1.3,0,0
5.0,0.16666666666666666,0.21374045801526717,36.0,0,1.0,107.64,2,8.0,2.3,0,1
5.0,0.16666666666666666,0.25842696629213485,35.0,0,6.0,83.01335999999999,2,19.0,4.9,0,0
5.0,0.14150943396226415,0.1276595744680851,35.0,0,10.0,83.01335999999999,2,56.0,12.0,0,0
8.0,0.2818181818181818,0.19318181818181818,34.0,0,11.0,108.94,2,47.0,9.6,0,0
4.0,0.16666666666666666,0.23255813953488372,33.0,0,13.0,83.01335999999999,2,99.0,19.0,0,0
5.0,0.2549019607843137,0.16296296296296298,31.0,0,9.0,108.63,2,12.0,3.0,0,0
6.0,0.18292682926829268,0.23636363636363636,28.0,0,2.0,83.01335999999999,2,12.0,3.1,0,0
6.0,0.2818181818181818,0.19047619047619047,25.0,0,8.0,83.01335999999999,2,21.0,4.5,0,0
8.0,0.232,0.224,24.0,0,12.0,109.18,2,15.0,3.5,1,1
7.0,0.1721311475409836,0.3613861386138614,20.0,0,7.0,108.85,2,11.0,2.5,0,0
6.0,0.1610738255033557,0.09803921568627451,58.0,1,9.0,56.61,2,11.0,3.6,0,0
3.0,0.3225806451612903,0.1958762886597938,55.0,1,3.0,57.13,2,4.9,1.7,0,0
4.0,0.232,0.49444444444444446,53.0,1,12.0,56.62,2,4.3,1.6,0,0
4.0,0.23148148148148148,0.224,52.0,1,11.0,83.01335999999999,2,91.0,16.0,0,0
3.0,0.22988505747126436,0.16296296296296298,52.0,1,5.0,83.01335999999999,2,14.0,3.8,0,0
3.0,0.25,0.3613861386138614,52.0,1,2.0,83.01335999999999,2,4.5,1.9,0,0
3.0,0.5035460992907801,0.45806451612903226,52.0,1,7.0,83.01335999999999,2,6.1,2.5,0,0
3.0,0.23275862068965517,0.1511627906976744,52.0,1,4.0,83.01335999999999,2,67.0,12.0,0,0
5.0,0.1721311475409836,0.1276595744680851,52.0,1,1.0,83.01335999999999,2,99.0,25.0,0,0
3.0,0.2972972972972973,0.09090909090909091,52.0,1,8.0,83.01335999999999,2,63.0,15.0,0,0
5.0,0.16666666666666666,0.21374045801526717,50.0,1,6.0,83.01335999999999,2,49.0,9.7,0,0
4.0,0.16666666666666666,0.23636363636363636,49.0,1,10.0,57.4,2,24.0,5.5,0,1
7.0,0.3270440251572327,0.25842696629213485,45.0,1,14.0,57.34,2,11.0,3.9,0,1
5.0,0.2818181818181818,0.11666666666666667,41.0,1,13.0,56.69,2,26.0,4.9,1,1
4.0,0.3270440251572327,0.23636363636363636,60.0,1,1.0,83.01335999999999,2,4.4,1.7,0,0
0.0,0.0,0.0,0.0,1,0.0,83.01335999999999,2,0.0,0.0,0,0
4.0,0.2549019607843137,0.11666666666666667,57.0,1,5.0,83.01335999999999,2,88.0,15.0,0,0
4.0,0.14150943396226415,0.19736842105263158,54.0,1,8.0,69.56,2,3.4,1.4,0,0
3.0,0.34814814814814815,0.1958762886597938,52.0,1,4.0,71.03,2,23.0,7.0,0,0
4.0,0.16666666666666666,0.14285714285714285,52.0,1,11.0,70.33,2,11.0,2.9,0,0
3.0,0.2288135593220339,0.19318181818181818,52.0,1,3.0,83.01335999999999,2,50.0,8.3,0,0
3.0,0.23275862068965517,0.09803921568627451,52.0,1,6.0,83.01335999999999,2,29.0,6.2,0,0
3.0,0.25,0.3613861386138614,52.0,1,7.0,83.01335999999999,2,5.7,2.3,0,0
4.0,0.2818181818181818,0.224,51.0,1,9.0,70.74,2,11.0,3.0,0,1
3.0,0.5035460992907801,0.45806451612903226,50.0,1,10.0,70.43,2,22.0,4.2,0,1
4.0,0.2972972972972973,0.25842696629213485,47.0,1,2.0,69.72,2,5.1,1.8,1,1
3.0,0.5035460992907801,0.45806451612903226,57.0,1,8.0,82.62,2,2.0,1.3,0,0
4.0,0.1721311475409836,0.21374045801526717,57.0,1,3.0,84.01,2,99.0,34.0,0,0
4.0,0.34814814814814815,0.1276595744680851,54.0,1,10.0,83.01,2,80.0,9.4,0,0
3.0,0.2972972972972973,0.09090909090909091,52.0,1,7.0,83.01335999999999,2,99.0,19.0,0,0
3.0,0.2818181818181818,0.224,52.0,1,14.0,83.01335999999999,2,99.0,15.0,0,0
4.0,0.232,0.3613861386138614,51.0,1,2.0,82.71,2,10.0,2.1,0,1
4.0,0.25,0.23255813953488372,50.0,1,1.0,83.35,2,99.0,21.0,0,0
6.0,0.18292682926829268,0.09803921568627451,48.0,1,13.0,82.77,2,69.0,8.9,0,0
4.0,0.3225806451612903,0.16296296296296298,48.0,1,5.0,82.69,2,7.6,1.9,0,0
5.0,0.22988505747126436,0.49444444444444446,45.0,1,4.0,82.84,2,3.8,1.6,0,1
4.0,0.2288135593220339,0.1511627906976744,45.0,1,12.0,82.61,2,14.0,3.0,1,1
7.0,0.23275862068965517,0.19736842105263158,44.0,1,11.0,83.05,2,84.0,11.0,0,0
4.0,0.23148148148148148,0.23636363636363636,43.0,1,6.0,82.96,2,12.0,2.8,0,0
8.0,0.16666666666666666,0.19047619047619047,41.0,1,9.0,83.59,2,99.0,10.0,0,0
5.0,0.16666666666666666,0.14285714285714285,60.0,0,12.0,99.28,2,10.0,2.8,0,0
6.0,0.23275862068965517,0.16296296296296298,58.0,0,1.0,99.46,2,9.5,2.9,0,0
8.0,0.34814814814814815,0.3613861386138614,57.0,0,6.0,99.0,2,5.2,2.0,1,1
5.0,0.5035460992907801,0.45806451612903226,57.0,0,7.0,98.29,2,5.6,2.4,0,1
8.0,0.2818181818181818,0.21374045801526717,54.0,0,5.0,99.64,2,26.0,6.4,0,0
4.0,0.2818181818181818,0.19047619047619047,50.0,0,9.0,83.01335999999999,2,10.0,3.0,0,0
5.0,0.1610738255033557,0.1276595744680851,50.0,0,4.0,98.5,2,7.8,2.5,0,0
7.0,0.22988505747126436,0.49444444444444446,49.0,0,10.0,99.1,2,7.3,2.9,0,0
6.0,0.23148148148148148,0.1511627906976744,45.0,0,3.0,99.31,2,10.0,3.0,0,0
8.0,0.16666666666666666,0.16666666666666666,45.0,0,8.0,98.71,2,29.0,7.6,0,0
5.0,0.2972972972972973,0.224,42.0,0,2.0,83.01335999999999,2,10.0,3.6,0,1
7.0,0.22988505747126436,0.19736842105263158,42.0,0,11.0,83.01335999999999,2,44.0,9.9,0,0
4.0,0.3225806451612903,0.1958762886597938,78.0,1,12.0,69.92,2,62.0,9.3,0,1
5.0,0.23275862068965517,0.19318181818181818,76.0,1,10.0,70.01,2,99.0,17.0,0,0
3.0,0.5035460992907801,0.45806451612903226,73.0,1,7.0,68.8,2,1.4,1.4,1,1
4.0,0.34814814814814815,0.25842696629213485,71.0,1,6.0,69.57,2,17.0,3.1,0,0
5.0,0.25,0.1276595744680851,70.0,1,9.0,69.25,2,23.0,3.1,0,0
4.0,0.1610738255033557,0.1511627906976744,70.0,1,8.0,83.01335999999999,2,38.0,6.5,0,0
7.0,0.232,0.21374045801526717,69.0,1,1.0,68.64,2,18.0,2.8,0,0
4.0,0.23148148148148148,0.49444444444444446,68.0,1,5.0,69.2,2,7.7,1.6,0,0
4.0,0.3270440251572327,0.3613861386138614,67.0,1,3.0,70.42,2,8.1,1.8,0,0
5.0,0.2549019607843137,0.14285714285714285,64.0,1,11.0,71.55,2,39.0,5.7,0,0
4.0,0.16666666666666666,0.09803921568627451,63.0,1,2.0,70.88,2,99.0,21.0,0,0
5.0,0.16666666666666666,0.19736842105263158,61.0,1,4.0,69.06,2,31.0,4.1,0,1
5.0,0.2818181818181818,0.19318181818181818,78.0,0,14.0,83.01335999999999,2,19.0,5.1,0,0
5.0,0.2288135593220339,0.16296296296296298,77.0,0,2.0,83.01335999999999,2,11.0,4.1,0,1
7.0,0.16666666666666666,0.16666666666666666,62.0,0,7.0,101.56,2,68.0,13.0,0,0
6.0,0.1721311475409836,0.49444444444444446,73.0,0,4.0,98.66,2,2.7,1.5,0,0
5.0,0.1610738255033557,0.1511627906976744,71.0,0,8.0,98.59,2,5.5,2.1,0,0
6.0,0.16666666666666666,0.23255813953488372,70.0,0,10.0,97.96,2,11.0,3.4,0,0
4.0,0.232,0.09090909090909091,68.0,0,3.0,83.01335999999999,2,57.0,9.6,0,0
6.0,0.14150943396226415,0.11666666666666667,65.0,0,12.0,83.01335999999999,2,64.0,11.0,0,0
4.0,0.16666666666666666,0.14285714285714285,65.0,0,5.0,83.01335999999999,2,57.0,12.0,0,0
6.0,0.5035460992907801,0.45806451612903226,64.0,0,9.0,99.54,2,7.8,2.5,0,0
4.0,0.18292682926829268,0.25842696629213485,63.0,0,13.0,83.01335999999999,2,57.0,11.0,0,0
9.0,0.34814814814814815,0.3613861386138614,62.0,0,11.0,98.25,2,9.3,2.7,1,1
8.0,0.16666666666666666,0.09803921568627451,62.0,0,1.0,98.44,2,20.0,4.2,0,1
5.0,0.24528301886792453,0.224,62.0,0,6.0,98.95,2,13.0,2.9,0,0
4.0,0.2972972972972973,0.21374045801526717,78.0,1,8.0,107.58,2,26.0,6.1,0,0
5.0,0.5035460992907801,0.45806451612903226,78.0,1,13.0,108.62,2,8.7,2.3,0,1
6.0,0.2549019607843137,0.19318181818181818,77.0,1,6.0,107.31,2,6.7,2.3,0,0
4.0,0.23148148148148148,0.1511627906976744,76.0,1,4.0,83.01335999999999,2,14.0,4.3,0,0
7.0,0.2549019607843137,0.09803921568627451,75.0,1,12.0,107.29,2,24.0,5.2,0,0
5.0,0.16666666666666666,0.224,75.0,1,9.0,108.87,2,28.0,5.6,0,1
4.0,0.1610738255033557,0.16296296296296298,74.0,1,2.0,83.01335999999999,2,99.0,14.0,0,0
4.0,0.18292682926829268,0.14285714285714285,74.0,1,3.0,83.01335999999999,2,36.0,6.7,0,0
4.0,0.16666666666666666,0.49444444444444446,74.0,1,11.0,108.4,2,4.1,1.7,1,1
5.0,0.34814814814814815,0.19047619047619047,71.0,1,10.0,83.01335999999999,2,37.0,7.7,0,0
4.0,0.3270440251572327,0.23636363636363636,67.0,1,7.0,108.22,2,4.2,2.1,0,0
8.0,0.22988505747126436,0.16666666666666666,66.0,1,5.0,106.82,2,57.0,8.1,0,0
5.0,0.25,0.3613861386138614,65.0,1,1.0,107.52,2,4.9,1.9,0,0
5.0,0.5035460992907801,0.19318181818181818,90.0,1,8.0,95.37,2,17.0,3.3,0,1
7.0,0.2549019607843137,0.14285714285714285,89.0,1,11.0,94.6,2,35.0,6.1,0,0
6.0,0.1610738255033557,0.16296296296296298,89.0,1,13.0,94.95,2,13.0,3.5,0,0
4.0,0.2818181818181818,0.224,88.0,1,1.0,83.01335999999999,2,14.0,3.0,0,0
7.0,0.3225806451612903,0.1958762886597938,88.0,1,6.0,94.31,2,34.0,5.3,0,0
5.0,0.2972972972972973,0.49444444444444446,87.0,1,5.0,96.59,2,9.5,2.8,1,1
4.0,0.3270440251572327,0.3613861386138614,85.0,1,3.0,94.12,2,4.2,1.7,0,0
4.0,0.3270440251572327,0.09803921568627451,85.0,1,4.0,83.01335999999999,2,12.0,3.8,0,0
5.0,0.3270440251572327,0.1276595744680851,85.0,1,9.0,96.23,2,33.0,5.0,0,0
4.0,0.34814814814814815,0.1511627906976744,84.0,1,2.0,83.01335999999999,2,96.0,14.0,0,0
4.0,0.5035460992907801,0.45806451612903226,83.0,1,7.0,94.13,2,2.1,1.4,0,1
7.0,0.16666666666666666,0.16666666666666666,83.0,1,10.0,95.51,2,42.0,7.9,0,0
4.0,0.16666666666666666,0.19047619047619047,82.0,1,12.0,83.01335999999999,2,99.0,22.0,0,0
6.0,0.232,0.45806451612903226,60.0,1,4.0,83.01335999999999,2,5.3,1.8,0,0
6.0,0.1721311475409836,0.40131578947368424,59.0,1,5.0,107.96,2,4.5,1.7,1,1
8.0,0.23148148148148148,0.09803921568627451,57.0,1,3.0,108.74,2,29.0,5.1,0,0
4.0,0.22988505747126436,0.16296296296296298,52.0,1,1.0,83.01335999999999,2,7.0,2.3,0,0
4.0,0.232,0.49444444444444446,51.0,1,8.0,83.01335999999999,2,5.6,2.1,0,0
5.0,0.2288135593220339,0.1958762886597938,50.0,1,6.0,107.95,2,9.4,2.6,0,1
5.0,0.24528301886792453,0.11666666666666667,46.0,1,9.0,83.01335999999999,2,45.0,9.4,0,0
8.0,0.14150943396226415,0.19736842105263158,45.0,1,7.0,108.33,2,18.0,3.8,0,1
6.0,0.16666666666666666,0.23636363636363636,44.0,1,2.0,108.33,2,3.7,1.5,0,0
3.0,0.2972972972972973,0.45806451612903226,40.0,1,3.0,96.36,2,2.8,1.5,0,1
5.0,0.23148148148148148,0.28,39.0,1,2.0,95.22,2,4.1,1.6,1,1
6.0,0.1610738255033557,0.49444444444444446,37.0,1,7.0,95.52,2,5.9,1.8,0,0
5.0,0.16666666666666666,0.09090909090909091,37.0,1,8.0,83.01335999999999,2,41.0,8.2,0,0
4.0,0.16666666666666666,0.3613861386138614,37.0,1,4.0,95.09,2,4.9,1.7,0,1
5.0,0.2288135593220339,0.1511627906976744,35.0,1,1.0,83.01335999999999,2,36.0,6.2,0,0
5.0,0.2818181818181818,0.224,29.0,1,10.0,83.01335999999999,2,39.0,6.4,0,0
4.0,0.2288135593220339,0.19318181818181818,27.0,1,6.0,96.19,2,30.0,5.2,0,0
9.0,0.1721311475409836,0.14285714285714285,26.0,1,9.0,95.92,2,23.0,4.8,0,0
6.0,0.24528301886792453,0.1958762886597938,21.0,1,5.0,95.92,2,11.0,2.6,0,0
4.0,0.16666666666666666,0.09803921568627451,21.0,1,11.0,83.01335999999999,2,99.0,15.0,0,0
5.0,0.22988505747126436,0.3613861386138614,38.0,1,1.0,83.67,2,9.9,3.4,0,0
4.0,0.1721311475409836,0.23636363636363636,38.0,1,3.0,83.12,2,3.2,1.6,0,1
3.0,0.2972972972972973,0.19318181818181818,38.0,1,11.0,83.72,2,19.0,4.8,1,1
6.0,0.23275862068965517,0.45806451612903226,35.0,1,9.0,82.53,2,4.7,2.0,0,0
5.0,0.16666666666666666,0.1276595744680851,34.0,1,4.0,83.01335999999999,2,99.0,20.0,0,0
7.0,0.2549019607843137,0.40131578947368424,33.0,1,8.0,83.12,2,12.0,2.9,0,1
6.0,0.3225806451612903,0.21374045801526717,31.0,1,2.0,82.63,2,16.0,4.2,0,0
8.0,0.16666666666666666,0.49444444444444446,31.0,1,12.0,82.15,2,6.7,2.1,0,0
5.0,0.2818181818181818,0.224,24.0,1,5.0,81.83,2,10.0,2.5,0,0
6.0,0.2288135593220339,0.1958762886597938,23.0,1,7.0,82.66,2,7.8,2.4,0,0
4.0,0.2288135593220339,0.1511627906976744,13.0,1,6.0,83.62,2,99.0,18.0,0,0
7.0,0.24528301886792453,0.11666666666666667,7.0,1,10.0,82.93,2,93.0,15.0,0,0
7.0,0.1721311475409836,0.25842696629213485,55.0,1,10.0,69.3,2,7.7,2.0,0,0
4.0,0.14150943396226415,0.49444444444444446,53.0,1,7.0,83.01335999999999,2,2.6,1.4,0,0
4.0,0.2288135593220339,0.1511627906976744,52.0,1,1.0,83.01335999999999,2,39.0,6.7,0,0
3.0,0.23148148148148148,0.28,52.0,1,3.0,70.23,2,3.7,1.6,0,1
4.0,0.232,0.09090909090909091,52.0,1,11.0,70.59,2,25.0,6.3,0,0
4.0,0.16666666666666666,0.23636363636363636,52.0,1,5.0,70.38,2,5.2,1.7,0,1
3.0,0.3225806451612903,0.3613861386138614,52.0,1,9.0,83.01335999999999,2,25.0,4.6,0,0
3.0,0.2818181818181818,0.21374045801526717,50.0,1,8.0,83.01335999999999,2,99.0,17.0,0,0
3.0,0.1610738255033557,0.19047619047619047,48.0,1,12.0,70.44,2,74.0,11.0,0,0
4.0,0.24528301886792453,0.11666666666666667,47.0,1,6.0,83.01335999999999,2,31.0,5.1,0,0
4.0,0.3270440251572327,0.19736842105263158,45.0,1,4.0,70.17,2,13.0,3.0,1,1
4.0,0.16666666666666666,0.23255813953488372,43.0,1,2.0,71.26,2,99.0,18.0,0,0
5.0,0.2549019607843137,0.19318181818181818,60.0,1,1.0,69.36,2,6.2,2.2,0,0
3.0,0.34814814814814815,0.49444444444444446,55.0,1,3.0,69.59,2,2.1,1.3,1,1
4.0,0.18292682926829268,0.1511627906976744,54.0,1,10.0,70.99,2,11.0,2.8,0,0
4.0,0.14150943396226415,0.11666666666666667,54.0,1,12.0,83.01335999999999,2,99.0,34.0,0,0
4.0,0.5035460992907801,0.45806451612903226,52.0,1,9.0,83.01335999999999,2,33.0,5.6,0,0
5.0,0.2972972972972973,0.23636363636363636,52.0,1,8.0,69.91,2,8.7,2.6,0,0
3.0,0.23275862068965517,0.19736842105263158,52.0,1,5.0,83.01335999999999,2,50.0,8.8,0,0
3.0,0.2288135593220339,0.14285714285714285,50.0,1,11.0,69.96,2,12.0,3.4,0,0
5.0,0.16666666666666666,0.1958762886597938,49.0,1,7.0,69.46,2,63.0,10.0,0,1
3.0,0.24528301886792453,0.16666666666666666,48.0,1,6.0,70.22,2,24.0,4.9,0,0
6.0,0.22988505747126436,0.3613861386138614,48.0,1,4.0,69.36,2,7.5,1.7,0,1
4.0,0.25,0.23255813953488372,41.0,1,2.0,69.9,2,19.0,4.6,0,0
5.0,0.2972972972972973,0.49444444444444446,57.0,1,5.0,82.84,2,3.9,1.9,0,0
4.0,0.3225806451612903,0.40131578947368424,57.0,1,13.0,82.33,2,5.8,2.3,0,0
4.0,0.22988505747126436,0.16296296296296298,53.0,1,2.0,83.01335999999999,2,5.6,2.0,1,1
3.0,0.2288135593220339,0.1511627906976744,53.0,1,1.0,82.66,2,11.0,3.3,0,1
4.0,0.2818181818181818,0.19047619047619047,52.0,1,10.0,83.01335999999999,2,13.0,3.9,0,0
4.0,0.16666666666666666,0.19736842105263158,52.0,1,12.0,83.66,2,89.0,18.0,0,0
5.0,0.34814814814814815,0.45806451612903226,51.0,1,11.0,83.04,2,5.5,1.9,0,0
6.0,0.1721311475409836,0.25842696629213485,47.0,1,4.0,81.36,2,12.0,3.1,0,1
5.0,0.232,0.09090909090909091,47.0,1,6.0,83.42,2,41.0,10.0,0,0
4.0,0.16666666666666666,0.14285714285714285,46.0,1,3.0,83.99,2,99.0,24.0,0,0
6.0,0.23275862068965517,0.11904761904761904,45.0,1,9.0,84.14,2,53.0,11.0,0,0
5.0,0.3270440251572327,0.23255813953488372,43.0,1,7.0,82.13,2,26.0,7.0,0,0
4.0,0.14150943396226415,0.28,43.0,1,14.0,83.01335999999999,2,99.0,20.0,0,0
5.0,0.1610738255033557,0.3613861386138614,41.0,1,8.0,82.89,2,12.0,3.1,0,0
5.0,0.23275862068965517,0.25842696629213485,80.0,1,8.0,68.98,2,9.5,2.0,0,0
5.0,0.1610738255033557,0.09803921568627451,72.0,1,10.0,83.01335999999999,2,99.0,30.0,0,0
7.0,0.1721311475409836,0.19736842105263158,73.0,1,1.0,70.62,2,50.0,6.5,0,0
5.0,0.22988505747126436,0.16296296296296298,70.0,1,2.0,83.01335999999999,2,99.0,16.0,0,0
4.0,0.3225806451612903,0.40131578947368424,69.0,1,3.0,69.44,2,8.4,2.1,0,1
3.0,0.25,0.1276595744680851,73.0,1,4.0,83.01335999999999,2,99.0,17.0,0,0
4.0,0.5035460992907801,0.45806451612903226,68.0,1,11.0,69.54,2,1.7,1.5,1,1
4.0,0.3270440251572327,0.28,67.0,1,6.0,70.05,2,10.0,2.2,0,0
3.0,0.2972972972972973,0.23636363636363636,70.0,1,9.0,83.01335999999999,2,35.0,6.5,0,0
4.0,0.16666666666666666,0.19047619047619047,65.0,1,5.0,68.83,2,6.7,1.7,0,1
5.0,0.16666666666666666,0.14285714285714285,65.0,1,12.0,83.01335999999999,2,99.0,21.0,0,0
6.0,0.23148148148148148,0.3613861386138614,61.0,1,7.0,69.22,2,12.0,2.2,0,0
7.0,0.23275862068965517,0.19736842105263158,108.0,1,5.0,81.04,2,0.0,0.0,0,0
6.0,0.3270440251572327,0.3613861386138614,106.0,1,6.0,80.57,2,0.0,0.0,0,0
6.0,0.5035460992907801,0.45806451612903226,106.0,1,1.0,81.12,2,0.0,0.0,1,1
5.0,0.34814814814814815,0.19047619047619047,103.0,1,2.0,80.98,2,0.0,0.0,0,0
5.0,0.25,0.23255813953488372,88.0,1,3.0,81.19,2,0.0,0.0,0,1
4.0,0.2972972972972973,0.40131578947368424,88.0,1,4.0,81.02,2,0.0,0.0,0,1
8.0,0.14150943396226415,0.28,79.0,1,10.0,69.13,2,27.0,4.8,0,0
6.0,0.5035460992907801,0.45806451612903226,76.0,1,1.0,69.77,2,3.7,1.6,0,1
4.0,0.2972972972972973,0.23636363636363636,70.0,1,8.0,83.01335999999999,2,10.0,3.9,0,0
4.0,0.2288135593220339,0.49444444444444446,73.0,1,4.0,83.01335999999999,2,4.0,1.7,0,0
8.0,0.3270440251572327,0.23255813953488372,72.0,1,3.0,68.33,2,9.4,2.2,1,1
5.0,0.16666666666666666,0.14285714285714285,71.0,1,11.0,69.61,2,55.0,7.7,0,0
4.0,0.3225806451612903,0.40131578947368424,71.0,1,2.0,69.52,2,3.1,1.4,1,1
5.0,0.2549019607843137,0.3613861386138614,70.0,1,9.0,83.01335999999999,2,22.0,4.7,0,0
5.0,0.1721311475409836,0.16296296296296298,70.0,1,5.0,69.26,2,19.0,3.9,0,0
4.0,0.16666666666666666,0.1511627906976744,65.0,1,7.0,70.05,2,70.0,9.6,0,0
5.0,0.22988505747126436,0.16666666666666666,62.0,1,6.0,70.16,2,99.0,11.0,0,0
5.0,0.2818181818181818,0.19047619047619047,62.0,1,12.0,71.46,2,99.0,15.0,0,0
4.0,0.16666666666666666,0.23255813953488372,80.0,1,8.0,83.01335999999999,2,99.0,30.0,0,0
5.0,0.2972972972972973,0.23636363636363636,80.0,1,4.0,80.81,2,7.2,2.2,0,0
4.0,0.3270440251572327,0.28,78.0,1,1.0,82.28,2,6.2,1.9,0,1
4.0,0.16666666666666666,0.21374045801526717,70.0,1,11.0,83.01335999999999,2,99.0,29.0,0,0
4.0,0.34814814814814815,0.14285714285714285,70.0,1,10.0,81.98,2,22.0,4.7,0,0
5.0,0.232,0.49444444444444446,69.0,1,13.0,82.23,2,12.0,3.1,0,0
5.0,0.2549019607843137,0.40131578947368424,69.0,1,5.0,82.98,2,10.0,2.5,0,0
7.0,0.3225806451612903,0.1958762886597938,69.0,1,12.0,81.75,2,41.0,6.5,0,1
4.0,0.2818181818181818,0.224,68.0,1,2.0,83.01335999999999,2,99.0,34.0,0,0
6.0,0.2288135593220339,0.25842696629213485,68.0,1,6.0,82.38,2,28.0,5.4,0,0
4.0,0.23148148148148148,0.1511627906976744,68.0,1,9.0,83.01335999999999,2,99.0,15.0,0,0
5.0,0.25,0.3613861386138614,67.0,1,14.0,83.01335999999999,2,30.0,5.6,0,0
6.0,0.1610738255033557,0.19047619047619047,63.0,1,7.0,81.99,2,52.0,7.5,0,0
4.0,0.5035460992907801,0.45806451612903226,62.0,1,3.0,82.46,2,1.8,1.1,1,1
5.0,0.34814814814814815,0.49444444444444446,78.0,1,9.0,94.32,2,2.8,1.7,0,0
4.0,0.3225806451612903,0.3613861386138614,76.0,1,5.0,83.01335999999999,2,30.0,6.2,0,0
3.0,0.5035460992907801,0.45806451612903226,75.0,1,14.0,83.01335999999999,2,4.8,1.7,0,0
5.0,0.1721311475409836,0.21374045801526717,74.0,1,12.0,83.01335999999999,2,18.0,4.2,0,0
5.0,0.3270440251572327,0.1276595744680851,73.0,1,1.0,94.33,2,7.4,2.2,0,1
4.0,0.2288135593220339,0.1511627906976744,70.0,1,13.0,83.01335999999999,2,99.0,27.0,0,1
7.0,0.25,0.19736842105263158,69.0,1,7.0,96.24,2,99.0,23.0,0,0
5.0,0.16666666666666666,0.16296296296296298,68.0,1,8.0,94.24,2,46.0,7.2,0,0
7.0,0.22988505747126436,0.1958762886597938,67.0,1,2.0,94.93,2,42.0,5.4,0,0
7.0,0.1610738255033557,0.09803921568627451,66.0,1,4.0,94.41,2,58.0,12.0,0,0
5.0,0.16666666666666666,0.14285714285714285,65.0,1,6.0,83.01335999999999,2,69.0,11.0,0,0
4.0,0.23148148148148148,0.40131578947368424,64.0,1,10.0,83.01335999999999,2,7.1,2.2,1,1
5.0,0.2549019607843137,0.224,63.0,1,3.0,95.83,2,35.0,6.3,0,0
5.0,0.18292682926829268,0.19047619047619047,62.0,1,11.0,94.61,2,5.6,2.2,0,0
5.0,0.16666666666666666,0.09803921568627451,40.0,1,1.0,83.01335999999999,2,77.0,14.0,0,0
5.0,0.23275862068965517,0.11904761904761904,37.0,1,11.0,70.09,2,10.0,3.2,0,0
6.0,0.5035460992907801,0.45806451612903226,36.0,1,12.0,83.01335999999999,2,17.0,4.0,0,0
